idx,die_code,sleep_pct,load1,load2,tmp0,tmp1,tmp2,tmp3,bpx65_a,bpx65_b,bpw34_a,bpw34_b,n3163_a,n3163_b,adr4525,psram,fram,eeprom
3055,61,94,1,0,1901,2197,1662,2419,11256,10947,9548,9275,0,0,20483,2,4,4
3056,61,98,1,1,1895,2203,1669,2423,11370,11110,9621,9375,0,0,20488,3,3,1
3057,61,94,1,0,1887,2195,1664,2415,11222,11055,9406,9368,0,0,20484,2,1,5
3058,61,98,1,0,1894,2199,1657,2418,11164,10927,9506,9270,0,0,20483,4,1,2
3059,61,97,1,0,1891,2196,1651,2416,11266,10963,9328,9345,0,0,20488,5,1,2
3060,61,98,1,0,1880,2183,1653,2401,11284,10959,9369,9271,0,0,20480,3,3,2
3061,61,98,1,0,1885,2188,1657,2408,11219,10836,9511,9321,0,0,20474,1,5,4
3062,61,96,1,0,1885,2185,1644,2398,11320,10868,9306,9216,0,0,20484,2,4,2
3063,61,97,1,0,1868,2188,1644,2405,11108,10772,9366,9321,0,0,20474,2,2,4
3064,61,96,1,1,1871,2174,1645,2389,11098,10757,9346,9315,0,0,20474,5,3,2
3065,61,98,1,0,1875,2178,1646,2400,11147,10958,9524,9231,0,0,20479,2,1,1
3066,61,98,1,0,1865,2168,1633,2384,11215,10846,9405,9232,0,1,20475,2,5,3
3067,61,95,1,0,1865,2167,1632,2394,11107,10710,9289,9270,0,0,20480,4,3,1
3068,61,95,1,0,1863,2170,1625,2378,11186,10688,9251,9251,0,0,20484,2,1,2
3069,61,98,1,0,1855,2168,1624,2383,11017,10892,9301,9241,0,0,20487,3,3,3
3070,60,97,1,0,1850,2164,1632,2384,10999,10753,9179,9164,0,0,20487,4,1,1
3071,60,98,1,0,1855,2163,1628,2369,11100,10812,9237,9075,0,0,20488,5,5,3
3072,60,98,1,1,1856,2158,1619,2378,11092,10632,9376,9171,0,0,20473,4,4,2
3073,60,95,1,0,1846,2157,1620,2364,11085,10798,9269,9041,0,0,20486,5,2,1
3074,60,98,1,0,1838,2156,1616,2369,10969,10667,9270,9108,0,0,20486,3,1,4
3075,60,98,1,0,1834,2141,1619,2367,11077,10644,9187,9024,0,0,20474,1,1,5
3076,60,95,1,0,1835,2145,1602,2365,10910,10598,9360,9007,0,0,20475,2,2,3
3077,60,97,1,0,1841,2142,1612,2366,10987,10607,9173,9116,0,0,20481,2,4,4
3078,60,95,1,0,1827,2148,1600,2354,10882,10665,9238,9100,0,0,20484,5,2,3
3079,60,96,1,0,1828,2141,1594,2353,11020,10527,9153,9121,0,0,20473,5,4,4
3080,60,98,1,1,1822,2135,1592,2355,10799,10559,9107,9012,0,0,20474,5,3,5
3081,60,98,1,0,1821,2129,1588,2357,10862,10637,9236,9073,0,0,20481,2,2,1
3082,60,98,1,0,1819,2133,1585,2343,10841,10538,9114,8993,0,0,20475,5,3,2
3083,60,96,1,0,1814,2119,1588,2348,10958,10547,9039,8964,0,0,20484,2,5,5
3084,60,96,1,0,1813,2117,1590,2348,10895,10528,9188,9010,0,0,20473,1,1,1
3085,60,98,1,0,1821,2125,1577,2336,10741,10517,9154,9029,0,0,20474,5,5,1
3086,60,97,1,0,1805,2116,1577,2336,10824,10440,8972,8937,0,0,20484,3,1,4
3087,60,96,1,0,1816,2110,1570,2338,10748,10524,8964,8887,0,0,20487,4,5,3
3088,60,98,1,1,1809,2113,1580,2335,10729,10551,9039,8874,0,0,20476,4,2,5
3089,60,94,1,0,1810,2109,1568,2329,10756,10366,9125,8978,1,0,20486,5,1,3
3090,60,98,1,0,1808,2108,1568,2325,10850,10364,9178,8957,0,0,20483,1,5,3
3091,60,97,1,0,1789,2102,1560,2316,10741,10452,9053,8894,0,0,20488,4,4,2
3092,60,94,1,0,1802,2099,1563,2317,10791,10495,9110,8954,0,0,20472,2,3,3
3093,60,95,1,0,1798,2098,1556,2322,10660,10465,9064,8802,0,0,20487,3,2,4
3094,60,98,1,0,1793,2102,1553,2312,10709,10363,9010,8891,0,0,20486,3,1,3
3095,60,96,1,0,1790,2096,1563,2312,10762,10359,9025,8760,0,0,20480,2,5,5
3096,60,97,1,1,1790,2090,1552,2302,10704,10288,8919,8863,0,1,20476,2,2,2
3097,60,98,1,0,1779,2086,1553,2313,10582,10314,8877,8825,0,0,20472,3,1,1
3098,60,97,1,0,1785,2081,1546,2300,10572,10415,8967,8773,0,0,20482,4,2,3
3099,60,98,1,0,1771,2082,1551,2305,10671,10422,8864,8750,0,0,20480,2,2,3
3100,60,96,1,0,1777,2073,1549,2293,10507,10189,8880,8845,0,0,20479,5,2,1
3101,60,96,1,0,1765,2084,1545,2292,10634,10266,8919,8744,0,0,20486,1,3,3
3102,60,95,1,0,1772,2070,1534,2288,10629,10193,8760,8693,0,0,20473,5,4,3
3103,60,98,1,0,1768,2068,1528,2281,10578,10183,8843,8794,0,0,20481,3,2,1
3104,60,94,1,1,1753,2071,1525,2290,10553,10168,8764,8618,0,0,20476,4,5,1
3105,60,95,1,0,1758,2064,1528,2284,10454,10185,8869,8644,0,0,20477,2,4,4
3106,60,96,1,0,1755,2055,1526,2283,10461,10273,8853,8663,0,0,20487,1,3,1
3107,60,95,1,0,1753,2060,1520,2279,10541,10147,8845,8622,1,0,20473,2,1,3
3108,60,95,1,0,1747,2062,1518,2282,10453,10203,8719,8643,0,0,20477,1,4,3
3109,60,95,1,0,1751,2058,1513,2265,10357,10059,8672,8552,0,0,20488,4,5,3
3110,60,95,1,0,1742,2058,1520,2265,10417,10209,8651,8632,0,0,20474,5,1,5
3111,60,97,1,0,1735,2045,1511,2265,10323,10044,8735,8607,0,0,20479,4,1,5
3112,60,95,1,1,1739,2047,1512,2263,10357,10222,8633,8528,0,0,20483,5,5,4
3113,60,98,1,0,1740,2043,1498,2266,10462,9987,8811,8656,0,0,20476,4,3,3
3114,60,96,1,0,1729,2048,1500,2254,10307,10011,8762,8477,0,0,20480,5,2,1
3115,60,94,1,0,1734,2031,1501,2259,10288,9947,8599,8490,0,0,20477,2,1,2
3116,59,97,1,0,1726,2028,1497,2259,10375,10097,8596,8541,0,0,20482,2,5,2
3117,59,98,1,0,1718,2033,1490,2256,10382,9943,8777,8552,0,0,20479,5,3,5
3118,59,97,1,0,1723,2031,1487,2240,10293,10119,8677,8432,0,0,20479,3,5,5
3119,59,95,1,0,1714,2025,1486,2250,10387,9932,8553,8413,0,0,20478,1,4,4
3120,59,98,1,1,1714,2027,1491,2241,10197,9998,8628,8469,0,0,20476,5,1,5
3121,59,95,1,0,1711,2028,1478,2237,10346,10031,8492,8427,0,1,20484,1,4,3
3122,59,96,1,0,1705,2011,1481,2234,10339,9941,8699,8516,1,0,20485,4,3,4
3123,59,97,1,0,1708,2021,1470,2230,10102,9955,8439,8512,0,0,20479,2,5,5
3124,59,96,1,0,1698,2013,1481,2237,10118,9848,8641,8400,0,0,20486,5,4,3
3125,59,94,1,0,1694,2007,1468,2228,10287,9890,8692,8414,0,0,20475,3,4,5
3126,59,94,1,0,1693,1999,1464,2221,10257,9800,8587,8434,0,0,20479,1,3,1
3127,59,94,1,0,1703,1998,1474,2220,10096,9894,8482,8387,0,0,20476,1,4,4
3128,59,97,1,1,1695,1996,1459,2220,10143,9744,8464,8432,0,0,20474,4,1,4
3129,59,94,1,0,1689,1995,1464,2217,10007,9841,8612,8403,0,0,20481,3,1,1
3130,59,96,1,0,1683,1991,1460,2220,9994,9789,8604,8318,0,0,20487,3,1,4
3131,59,98,1,0,1677,1990,1448,2209,10022,9747,8469,8280,0,0,20475,1,5,1
3132,59,98,1,0,1678,1982,1454,2201,10109,9748,8428,8386,0,0,20477,2,4,3
3133,59,96,1,0,1684,1989,1450,2209,10019,9720,8338,8298,0,0,20473,5,1,1
3134,59,97,1,0,1669,1988,1442,2203,10097,9648,8277,8373,0,0,20488,1,5,5
3135,59,97,1,0,1670,1985,1446,2192,10075,9805,8480,8331,0,0,20486,4,3,1
3136,59,95,1,1,1678,1981,1435,2188,9880,9685,8296,8308,0,0,20484,4,5,4
3137,59,96,1,0,1668,1969,1440,2188,10043,9644,8393,8282,0,0,20481,5,3,3
3138,59,94,1,0,1660,1966,1433,2182,9861,9672,8349,8151,0,0,20476,3,4,5
3139,59,97,1,0,1667,1967,1424,2181,10051,9659,8411,8175,0,0,20488,4,1,1
3140,59,97,1,0,1659,1967,1429,2192,9921,9688,8467,8151,0,0,20477,1,5,5
3141,59,95,1,0,1651,1965,1425,2175,9798,9591,8178,8166,0,0,20482,2,3,2
3142,59,95,1,0,1661,1956,1426,2181,9854,9509,8299,8183,0,0,20487,1,2,4
3143,59,96,1,0,1644,1962,1428,2173,9939,9496,8300,8186,0,0,20483,5,2,2
3144,59,96,1,1,1647,1950,1423,2179,9747,9492,8335,8190,0,0,20478,1,5,1
3145,59,98,1,0,1644,1946,1408,2173,9957,9569,8367,8110,0,0,20476,5,1,4
3146,59,98,1,0,1645,1953,1420,2171,9760,9523,8345,8049,0,0,20480,5,1,5
3147,59,95,1,0,1647,1952,1417,2164,9711,9524,8176,8073,0,0,20488,4,3,5
3148,59,98,1,0,1643,1940,1414,2164,9813,9403,8315,8101,0,0,20485,1,5,2
3149,59,97,1,0,1640,1933,1407,2166,9707,9481,8301,8080,0,0,20473,2,5,5
3150,59,96,1,0,1626,1939,1402,2152,9771,9475,8177,8140,0,0,20487,1,3,3
3151,59,98,1,0,1633,1937,1396,2145,9692,9489,8263,8132,0,0,20473,1,5,1
3152,59,94,1,1,1629,1931,1395,2151,9607,9347,8255,8079,0,0,20479,2,2,4
3153,59,97,1,0,1617,1926,1392,2152,9779,9545,8064,7967,0,0,20476,4,5,1
3154,59,97,1,0,1612,1925,1381,2137,9695,9342,8134,7958,1,0,20483,2,4,4
3155,59,95,1,0,1614,1926,1380,2145,9561,9391,7995,7956,0,0,20480,4,4,4
3156,59,94,1,0,1615,1927,1385,2144,9579,9453,8227,7996,0,0,20474,4,2,2
3157,59,95,1,0,1608,1917,1379,2131,9581,9304,8082,8034,0,0,20486,1,5,4
3158,59,98,1,0,1600,1909,1374,2138,9650,9417,8045,8043,0,0,20476,5,2,1
3159,59,98,1,0,1611,1907,1372,2138,9643,9408,8040,7913,0,0,20479,5,4,4
3160,59,94,1,1,1601,1903,1377,2132,9581,9336,8089,7963,0,0,20475,2,3,3
3161,58,96,1,0,1593,1910,1363,2127,9520,9236,8031,7875,0,0,20479,1,1,5
3162,58,96,1,0,1595,1901,1360,2117,9584,9324,7995,7948,0,0,20478,1,2,4
3163,58,97,1,0,1588,1906,1364,2118,9466,9177,8078,7798,0,0,20479,5,4,5
3164,58,98,1,0,1586,1902,1367,2122,9601,9257,7887,7889,0,0,20480,5,3,5
3165,58,97,1,0,1589,1894,1364,2113,9495,9178,7946,7939,0,0,20487,5,3,1
3166,58,97,1,0,1586,1891,1360,2116,9417,9226,7842,7834,0,0,20484,4,1,1
3167,58,96,1,0,1583,1896,1359,2111,9349,9151,8076,7763,0,1,20483,2,5,4
3168,58,94,1,1,1575,1893,1344,2096,9436,9207,7938,7896,0,0,20478,5,5,5
3169,58,97,1,0,1576,1877,1352,2099,9491,9123,7970,7831,0,0,20473,4,3,4
3170,58,97,1,0,1571,1881,1346,2094,9410,9042,7894,7707,0,0,20488,4,1,4
3171,58,97,1,0,1568,1882,1345,2102,9398,9036,7852,7760,0,0,20488,2,5,1
3172,58,95,1,0,1563,1881,1330,2098,9384,9117,7805,7807,0,0,20481,2,1,3
3173,58,98,1,0,1560,1873,1336,2097,9441,9022,7778,7677,0,0,20486,4,2,1
3174,58,95,1,0,1558,1875,1325,2093,9433,8992,7904,7773,0,0,20484,3,5,3
3175,58,97,1,0,1565,1869,1321,2076,9286,9083,7894,7725,0,0,20484,4,3,4
3176,58,97,1,1,1559,1866,1319,2082,9316,9040,7891,7637,0,0,20484,5,2,4
3177,58,98,1,0,1554,1855,1327,2075,9337,8989,7864,7693,0,0,20475,4,3,5
3178,58,94,1,0,1546,1860,1313,2078,9377,8975,7918,7692,0,0,20472,5,5,2
3179,58,96,1,0,1549,1852,1317,2072,9246,9125,7658,7710,0,0,20485,3,5,5
3180,58,97,1,0,1539,1847,1320,2062,9149,8952,7688,7602,0,0,20474,3,1,1
3181,58,97,1,0,1543,1849,1319,2065,9303,8964,7905,7613,0,0,20479,2,5,3
3182,58,98,1,0,1531,1845,1316,2057,9214,8878,7873,7610,0,0,20474,3,1,3
3183,58,94,1,0,1542,1851,1298,2057,9141,9014,7679,7539,0,0,20477,5,2,5
3184,58,94,1,1,1533,1848,1299,2064,9118,8878,7613,7525,0,0,20479,4,5,3
3185,58,95,1,0,1529,1837,1303,2053,9046,8978,7708,7601,0,0,20476,1,2,2
3186,58,94,1,0,1521,1837,1293,2058,9245,9007,7548,7551,0,0,20481,1,2,2
3187,58,96,1,0,1529,1826,1291,2055,9173,8882,7776,7474,0,0,20472,5,2,5
3188,58,97,1,0,1528,1828,1290,2045,9198,8864,7679,7547,0,0,20484,4,3,5
3189,58,96,1,0,1523,1820,1290,2041,9039,8793,7599,7439,1,0,20478,4,5,4
3190,58,94,1,0,1522,1829,1290,2048,8990,8902,7635,7478,0,0,20473,3,5,5
3191,58,97,1,0,1518,1812,1282,2035,9086,8863,7625,7530,0,0,20480,1,1,2
3192,58,96,1,1,1513,1818,1282,2041,8979,8876,7457,7514,0,0,20486,2,1,3
3193,58,96,1,0,1499,1818,1276,2028,8913,8686,7473,7463,0,0,20487,1,1,3
3194,58,94,1,0,1496,1805,1281,2022,8986,8727,7445,7381,0,0,20482,1,4,5
3195,58,94,1,0,1505,1802,1277,2024,8972,8660,7710,7350,0,0,20482,4,3,4
3196,58,95,1,0,1494,1808,1264,2018,9007,8706,7675,7474,0,1,20482,3,5,1
3197,58,97,1,0,1498,1796,1265,2012,8880,8607,7669,7452,0,0,20483,2,1,2
3198,58,95,1,0,1500,1797,1259,2023,8880,8754,7592,7387,0,0,20488,1,1,4
3199,58,95,1,0,1496,1795,1265,2020,8907,8599,7540,7315,0,0,20486,3,3,5
3200,58,97,1,1,1486,1801,1253,2005,8810,8695,7576,7380,0,0,20479,2,4,5
3201,58,98,1,0,1477,1792,1253,2000,8991,8736,7526,7283,0,0,20481,5,1,3
3202,58,98,1,0,1483,1790,1246,1997,8848,8598,7429,7320,0,0,20473,4,1,3
3203,58,98,1,0,1475,1785,1243,1998,8866,8623,7404,7316,0,0,20480,2,3,4
3204,58,95,1,0,1467,1774,1243,1994,8930,8688,7512,7329,0,0,20486,5,3,3
3205,57,96,1,0,1478,1776,1239,1996,8811,8643,7392,7292,0,0,20477,2,4,3
3206,57,98,1,0,1470,1778,1237,1995,8878,8495,7276,7284,0,0,20482,3,5,3
3207,57,97,1,0,1458,1772,1238,1984,8817,8538,7287,7347,0,0,20481,1,5,5
3208,57,96,1,1,1460,1766,1230,1982,8731,8418,7420,7260,0,0,20477,3,2,4
3209,57,97,1,0,1457,1764,1236,1980,8737,8397,7502,7232,0,0,20485,5,4,4
3210,57,96,1,0,1458,1768,1223,1989,8835,8442,7343,7284,0,0,20484,3,1,3
3211,57,96,1,0,1455,1762,1225,1974,8725,8495,7334,7207,0,0,20478,4,4,5
3212,57,98,1,0,1446,1754,1227,1969,8743,8567,7171,7122,0,0,20485,5,1,2
3213,57,96,1,0,1448,1760,1211,1979,8800,8339,7193,7164,0,0,20485,3,5,1
3214,57,97,1,0,1437,1756,1210,1969,8743,8469,7236,7120,0,0,20479,1,2,1
3215,57,95,1,0,1446,1746,1208,1972,8741,8359,7139,7145,0,0,20478,2,2,4
3216,57,97,1,1,1443,1746,1208,1962,8567,8310,7153,7191,0,0,20484,5,1,3
3217,57,97,1,0,1439,1750,1208,1969,8727,8277,7318,7118,1,0,20475,4,4,3
3218,57,98,1,0,1426,1742,1199,1950,8565,8480,7129,7182,0,0,20487,4,5,3
3219,57,97,1,0,1432,1733,1201,1950,8667,8432,7078,7032,0,0,20480,1,5,2
3220,57,98,1,0,1426,1737,1197,1945,8505,8335,7134,7155,0,0,20475,4,5,4
3221,57,94,1,0,1417,1728,1193,1957,8545,8231,7127,6981,0,0,20473,3,1,4
3222,57,96,1,0,1427,1733,1194,1952,8436,8198,7081,7128,0,0,20487,4,4,2
3223,57,95,1,0,1426,1726,1191,1945,8571,8225,7215,7128,0,0,20479,3,4,2
3224,57,96,1,1,1418,1716,1190,1947,8549,8288,7099,6965,0,0,20485,3,2,2
3225,57,96,1,0,1405,1719,1189,1934,8582,8171,7096,6981,0,0,20482,1,3,2
3226,57,95,1,0,1403,1720,1173,1935,8417,8209,7159,6914,0,0,20488,4,2,1
3227,57,96,1,0,1409,1706,1183,1927,8551,8285,7040,7071,0,0,20480,4,4,5
3228,57,97,1,0,1403,1716,1181,1924,8542,8203,7032,6979,0,0,20474,5,1,5
3229,57,94,1,0,1405,1709,1171,1930,8479,8081,7162,7037,0,0,20478,4,1,5
3230,57,94,1,0,1397,1706,1173,1921,8335,8242,7051,6970,0,0,20472,3,2,3
3231,57,98,1,0,1387,1705,1161,1922,8329,8109,7160,6997,0,0,20474,1,5,1
3232,57,96,1,1,1393,1699,1159,1910,8427,8027,6938,6884,0,0,20473,1,3,4
3233,57,98,1,0,1388,1699,1166,1909,8342,8106,7018,6899,0,1,20481,1,5,4
3234,57,97,1,0,1380,1689,1162,1905,8347,8066,7137,6906,0,0,20483,4,5,1
3235,57,98,1,0,1382,1694,1145,1908,8284,8006,6869,6952,0,0,20476,4,1,3
3236,57,95,1,0,1380,1694,1142,1899,8181,8027,6987,6932,0,0,20483,1,1,3
3237,57,98,1,0,1385,1682,1142,1907,8147,8045,6925,6910,0,0,20483,2,3,1
3238,57,98,1,0,1370,1689,1148,1895,8141,8052,6938,6855,0,0,20483,2,3,4
3239,57,96,1,0,1367,1684,1138,1894,8126,8049,7039,6885,0,0,20482,1,3,2
3240,57,95,1,1,1367,1669,1135,1896,8121,8041,6954,6865,0,0,20480,3,3,4
3241,57,95,1,0,1370,1679,1139,1895,8247,7861,7020,6795,0,0,20482,3,3,3
3242,57,96,1,0,1361,1673,1132,1890,8128,8038,6844,6855,0,0,20478,3,4,1
3243,57,95,1,0,1356,1672,1132,1882,8195,7839,6759,6689,0,0,20476,4,3,1
3244,57,98,1,0,1355,1671,1132,1875,8173,7991,6750,6788,0,0,20473,2,5,5
3245,57,94,1,0,1360,1654,1128,1874,8094,7861,6776,6664,0,0,20482,2,3,3
3246,57,96,1,0,1348,1662,1124,1871,8073,7776,6800,6665,0,0,20480,2,4,5
3247,57,98,1,0,1347,1653,1116,1876,8175,7912,6730,6692,1,0,20480,4,4,1
3248,57,98,1,1,1346,1654,1118,1863,8003,7822,6781,6599,0,0,20477,5,2,3
3249,56,95,1,0,1338,1647,1107,1866,8141,7744,6718,6741,0,0,20475,5,2,4
3250,56,98,1,0,1336,1641,1116,1860,8066,7770,6762,6566,0,0,20485,4,2,4
3251,56,95,1,0,1329,1644,1097,1857,8040,7871,6789,6650,0,0,20487,4,5,4
3252,56,97,1,0,1325,1646,1105,1855,8045,7788,6612,6554,0,0,20486,1,1,4
3253,56,97,1,0,1335,1643,1100,1861,8040,7668,6694,6625,0,0,20478,4,2,2
3254,56,94,1,0,1324,1630,1096,1855,7933,7739,6658,6650,0,0,20477,1,5,3
3255,56,96,1,0,1324,1628,1096,1854,7868,7781,6721,6515,0,0,20474,4,1,1
3256,56,96,1,1,1319,1632,1094,1840,7870,7617,6697,6506,0,0,20487,4,5,5
3257,56,94,1,0,1310,1631,1092,1835,7863,7727,6581,6517,0,0,20472,4,2,2
3258,56,98,1,0,1317,1621,1086,1843,7796,7796,6624,6452,0,1,20474,2,4,1
3259,56,98,1,0,1317,1619,1086,1834,7959,7754,6534,6604,0,0,20484,4,2,5
3260,56,97,1,0,1304,1615,1082,1834,7784,7669,6501,6583,0,0,20483,2,4,3
3261,56,98,1,0,1307,1619,1080,1827,7816,7712,6697,6489,0,0,20472,5,4,3
3262,56,96,1,0,1308,1602,1068,1824,7760,7498,6668,6502,0,0,20479,5,2,3
3263,56,96,1,0,1293,1611,1076,1830,7874,7607,6707,6389,0,0,20487,4,1,2
3264,56,98,1,1,1304,1603,1069,1823,7864,7625,6551,6528,0,0,20485,5,3,2
3265,56,97,1,0,1291,1604,1063,1811,7836,7677,6449,6493,0,0,20475,5,1,1
3266,56,97,1,0,1287,1599,1055,1810,7799,7484,6406,6367,0,0,20472,2,4,1
3267,56,97,1,0,1285,1591,1052,1819,7835,7441,6409,6457,0,0,20481,4,5,2
3268,56,94,1,0,1283,1589,1056,1817,7779,7608,6559,6377,0,0,20473,2,3,1
3269,56,95,1,0,1275,1595,1054,1807,7707,7570,6416,6415,0,0,20474,5,4,1
3270,56,94,1,0,1280,1578,1056,1809,7774,7592,6568,6284,0,0,20485,3,3,4
3271,56,97,1,0,1274,1588,1049,1795,7710,7494,6432,6433,0,0,20478,2,1,3
3272,56,98,1,1,1275,1586,1042,1801,7566,7472,6320,6277,0,0,20483,5,3,4
3273,56,97,1,0,1265,1572,1043,1801,7535,7510,6481,6241,0,0,20473,5,4,4
3274,56,98,1,0,1271,1568,1031,1793,7651,7481,6502,6299,0,0,20486,5,5,2
3275,56,94,1,0,1270,1575,1033,1796,7526,7332,6459,6337,0,0,20485,1,2,2
3276,56,95,1,0,1262,1568,1033,1791,7564,7448,6382,6210,0,0,20488,2,3,2
3277,56,94,1,0,1260,1559,1025,1775,7590,7471,6479,6281,0,0,20478,5,5,3
3278,56,97,1,0,1248,1567,1017,1787,7455,7232,6389,6158,0,0,20472,5,1,1
3279,56,94,1,0,1249,1558,1024,1782,7443,7271,6455,6208,0,0,20487,4,2,3
3280,56,98,1,1,1245,1560,1016,1781,7582,7356,6417,6273,0,0,20484,3,3,1
3281,56,95,1,0,1246,1559,1009,1776,7596,7305,6317,6260,0,0,20472,4,1,3
3282,56,95,1,0,1245,1551,1020,1773,7489,7244,6292,6158,0,0,20475,2,1,5
3283,56,96,1,0,1235,1543,1008,1763,7513,7198,6289,6164,0,0,20476,1,3,2
3284,56,95,1,0,1237,1540,1013,1767,7506,7163,6164,6175,0,0,20488,1,3,5
3285,56,94,1,0,1227,1543,1001,1752,7443,7342,6349,6113,0,0,20479,5,1,1
3286,56,94,1,0,1228,1537,1005,1753,7440,7320,6344,6161,0,1,20472,3,3,2
3287,56,96,1,0,1220,1537,1000,1758,7331,7211,6231,6149,0,0,20484,3,5,4
3288,56,96,1,1,1217,1538,993,1748,7305,7275,6263,6149,0,0,20488,3,4,1
3289,56,96,1,0,1222,1526,998,1740,7351,7107,6226,6066,0,0,20482,1,2,5
3290,56,97,1,0,1222,1521,982,1749,7339,7088,6233,6067,0,0,20475,3,2,5
3291,55,95,1,0,1209,1527,981,1744,7430,7178,6239,6041,0,0,20477,2,2,4
3292,55,97,1,0,1216,1525,980,1739,7361,7212,6232,6058,0,0,20480,4,2,5
3293,55,97,1,0,1203,1509,975,1733,7386,7093,6017,5964,0,0,20488,5,5,2
3294,55,97,1,0,1200,1512,970,1727,7208,7185,5979,6014,1,0,20479,3,3,2
3295,55,97,1,0,1207,1515,969,1731,7144,7021,6045,5934,0,0,20483,1,4,3
3296,55,94,1,1,1198,1514,969,1729,7174,7112,5999,6027,0,0,20483,3,1,3
3297,55,98,1,0,1203,1511,971,1726,7112,7113,6186,6031,0,0,20477,2,4,5
3298,55,95,1,0,1200,1509,972,1714,7130,7074,5951,5909,0,0,20477,2,4,1
3299,55,97,1,0,1185,1491,961,1720,7108,7009,6044,5921,0,0,20482,3,1,1
3300,55,94,1,0,1187,1499,961,1714,7109,6860,6037,5834,0,0,20483,4,3,1
3301,55,97,1,0,1189,1494,954,1704,7117,6926,6012,5880,0,0,20476,4,2,5
3302,55,94,1,0,1175,1486,947,1715,7200,7035,5969,5969,0,0,20484,2,5,5
3303,55,96,1,0,1177,1492,946,1703,7202,6807,5929,5943,0,0,20484,5,5,2
3304,55,96,1,1,1179,1482,938,1705,7093,6814,6074,5831,0,1,20473,3,5,5
3305,55,94,1,0,1173,1487,949,1690,6996,6847,5957,5786,0,0,20486,1,4,5
3306,55,98,1,0,1174,1484,946,1703,7059,6928,5823,5773,0,0,20487,2,2,4
3307,55,95,1,0,1170,1467,944,1684,7141,6927,6008,5803,0,0,20481,4,3,3
3308,55,96,1,0,1171,1471,936,1685,6985,6870,5908,5802,0,0,20473,2,2,4
3309,55,97,1,0,1162,1476,928,1691,6963,6885,5789,5703,0,0,20480,5,5,2
3310,55,96,1,0,1153,1463,924,1675,7047,6895,5813,5808,0,0,20488,2,3,4
3311,55,95,1,0,1149,1467,923,1675,7084,6852,5972,5775,1,0,20479,4,3,2
3312,55,95,1,1,1160,1454,919,1670,6945,6791,5707,5681,0,0,20488,1,3,5
3313,55,95,1,0,1149,1451,917,1680,6926,6641,5860,5779,0,0,20480,5,2,5
3314,55,97,1,0,1154,1453,919,1676,6811,6703,5682,5692,0,0,20477,1,4,4
3315,55,97,1,0,1151,1442,918,1661,6927,6666,5915,5635,0,0,20474,1,1,5
3316,55,96,1,0,1132,1450,913,1662,6986,6688,5833,5730,0,0,20472,1,3,1
3317,55,95,1,0,1143,1436,912,1662,6852,6702,5714,5639,0,0,20488,5,4,4
3318,55,97,1,0,1127,1436,903,1662,6954,6697,5632,5669,0,0,20480,5,5,2
3319,55,98,1,0,1135,1442,893,1659,6884,6677,5688,5568,0,0,20479,1,4,2
3320,55,98,1,1,1125,1435,899,1651,6746,6655,5784,5575,0,0,20481,2,1,1
3321,55,96,1,0,1120,1437,901,1643,6906,6705,5715,5684,0,0,20480,1,1,2
3322,55,95,1,0,1114,1421,895,1643,6736,6509,5688,5545,0,0,20476,5,5,3
3323,55,97,1,0,1126,1422,888,1636,6702,6469,5531,5654,0,0,20474,1,5,5
3324,55,95,1,0,1118,1428,883,1636,6710,6481,5802,5591,0,0,20487,1,5,5
3325,55,96,1,0,1112,1427,887,1640,6707,6553,5594,5492,0,0,20481,1,4,4
3326,55,94,1,0,1108,1420,882,1639,6669,6408,5497,5584,0,0,20477,4,4,3
3327,55,98,1,0,1101,1421,868,1630,6646,6619,5725,5497,0,0,20483,1,3,2
3328,55,95,1,1,1107,1403,875,1632,6684,6533,5472,5527,0,0,20478,1,2,1
3329,55,98,1,0,1094,1405,862,1626,6642,6413,5645,5585,0,0,20476,3,1,4
3330,55,94,1,0,1105,1408,873,1622,6537,6375,5469,5427,0,0,20488,4,2,2
3331,55,94,1,0,1089,1400,856,1614,6492,6472,5433,5440,0,0,20474,3,1,3
3332,55,98,1,0,1085,1397,856,1610,6583,6421,5563,5365,0,0,20477,4,3,3
3333,55,94,1,0,1096,1403,862,1614,6657,6306,5515,5366,0,0,20478,5,4,5
3334,54,95,1,0,1079,1390,856,1612,6486,6280,5493,5491,1,0,20484,4,1,4
3335,54,97,1,0,1087,1385,858,1613,6476,6269,5604,5445,0,0,20476,5,1,5
3336,54,96,1,1,1081,1391,842,1609,6522,6230,5520,5310,0,0,20477,3,1,1
3337,54,96,1,0,1077,1386,853,1599,6487,6421,5421,5461,0,0,20475,2,5,2
3338,54,95,1,0,1077,1376,850,1603,6560,6296,5515,5326,0,0,20473,5,1,5
3339,54,98,1,0,1076,1381,846,1593,6574,6172,5405,5290,0,0,20476,4,1,3
3340,54,97,1,0,1062,1368,831,1586,6522,6259,5478,5390,0,0,20478,3,5,2
3341,54,94,1,0,1060,1371,837,1586,6341,6165,5432,5327,0,0,20485,3,2,5
3342,54,95,1,0,1067,1368,838,1587,6510,6219,5349,5352,0,0,20482,5,2,3
3343,54,94,1,0,1054,1370,828,1580,6331,6129,5356,5237,0,0,20483,1,2,3
3344,54,98,1,1,1049,1366,830,1579,6432,6155,5247,5303,0,0,20477,4,1,5
