uptime_s,die_temp_C,sleep_pct,load1,load2,tmp117_0_C,tmp117_1_C,tmp117_2_C,tmp117_3_C,bpx65_a_V,bpx65_b_V,bpw34_a_V,bpw34_b_V,n3163_a,n3163_b,adr4525_V
2999,22,98,1,0,15.9766,18.3906,14.1172,20.0859,1.511,1.478875,1.27875,1.251875,0,0,2.559
3000,22,98,1,1,15.9062,18.3984,14.1094,20.0703,1.52675,1.477875,1.29475,1.265125,0,0,2.56025
3001,22,95,1,0,15.8906,18.3984,14.0938,19.9766,1.52875,1.485375,1.288,1.26275,0,0,2.559
3002,22,94,1,0,15.9141,18.3594,14.1641,20.0234,1.517375,1.48225,1.263625,1.248875,0,0,2.559125
3003,22,96,1,0,15.8828,18.2734,14.0781,19.9844,1.509625,1.486875,1.2735,1.24575,0,0,2.560875
3004,22,94,1,0,15.8281,18.3125,14.0625,19.9922,1.512,1.46175,1.267125,1.24675,0,0,2.559
3005,22,94,1,0,15.8672,18.3125,14.0547,20.0078,1.4985,1.4755,1.277,1.25025,0,0,2.560125
3006,22,97,1,0,15.7734,18.2656,14.0625,19.9844,1.510875,1.4655,1.2805,1.24125,0,0,2.56075
3007,22,95,1,0,15.7812,18.2656,13.9766,19.8906,1.51625,1.46975,1.275,1.256875,0,0,2.559125
3008,22,96,1,1,15.8203,18.2344,14.0078,19.875,1.5095,1.4795,1.2625,1.24625,0,0,2.55975
3009,22,94,1,0,15.7656,18.1172,13.9609,19.8203,1.502875,1.474625,1.262875,1.249,1,0,2.559
3010,22,94,1,0,15.75,18.125,13.9922,19.8828,1.518,1.458875,1.249875,1.244125,0,0,2.5595
3011,22,94,1,0,15.6797,18.0703,13.9844,19.8438,1.497125,1.467,1.2745,1.246875,0,0,2.560125
3012,22,98,1,0,15.7031,18.0938,13.9609,19.875,1.492625,1.453125,1.266625,1.2485,0,0,2.55975
3013,22,96,1,0,15.6719,18.0703,13.8281,19.75,1.484375,1.460625,1.251125,1.237,0,0,2.56025
3014,22,96,1,0,15.6094,18.0781,13.8984,19.75,1.502,1.44075,1.2755,1.23075,0,0,2.559125
3015,22,96,1,0,15.7109,18.0859,13.8906,19.7188,1.485375,1.4415,1.24225,1.226875,0,1,2.560875
3016,22,98,1,1,15.6719,17.9922,13.8594,19.7891,1.479375,1.4435,1.259375,1.228625,0,0,2.5605
3017,22,96,1,0,15.5469,18.0078,13.8516,19.6953,1.481,1.4425,1.264125,1.228125,0,0,2.559875
3018,22,98,1,0,15.5938,18.0469,13.7891,19.625,1.49675,1.44775,1.2695,1.241375,0,0,2.559125
3019,22,96,1,0,15.5547,18.0234,13.8203,19.6094,1.497625,1.44075,1.266625,1.238,0,0,2.55925
3020,22,96,1,0,15.5859,17.9453,13.75,19.6875,1.483,1.43275,1.24725,1.238625,0,0,2.55925
3021,22,96,1,0,15.5078,17.9844,13.7031,19.5625,1.482875,1.429,1.233625,1.22775,0,0,2.55925
3022,22,96,1,0,15.5625,17.8828,13.7031,19.6016,1.477625,1.454125,1.231,1.2275,0,0,2.560875
3023,21,96,1,0,15.5312,17.8359,13.6328,19.6328,1.476875,1.4405,1.243,1.218625,0,0,2.560875
3024,21,96,1,1,15.4453,17.8594,13.6953,19.5,1.48575,1.438375,1.2405,1.22425,0,0,2.559125
3025,21,98,1,0,15.4922,17.8906,13.6094,19.4844,1.47475,1.423375,1.25325,1.213125,0,0,2.55975
3026,21,94,1,0,15.3906,17.7734,13.5625,19.5625,1.471125,1.420125,1.24475,1.213,0,0,2.559875
3027,21,98,1,0,15.4609,17.8594,13.5781,19.4922,1.479,1.41625,1.2505,1.20625,0,0,2.560375
3028,21,94,1,0,15.3828,17.8203,13.6406,19.5,1.453125,1.41925,1.2425,1.2165,0,0,2.561
3029,21,95,1,0,15.3828,17.7578,13.5625,19.4453,1.464625,1.42975,1.22925,1.2065,0,0,2.559875
3030,21,97,1,0,15.3203,17.6875,13.4844,19.5,1.47025,1.431125,1.226375,1.212,0,0,2.560125
3031,21,95,1,0,15.2734,17.7109,13.4688,19.4062,1.47375,1.43225,1.2245,1.2085,0,0,2.5605
3032,21,94,1,1,15.3203,17.7031,13.4531,19.4297,1.462625,1.420375,1.226,1.203625,0,0,2.56025
3033,21,96,1,0,15.2578,17.6172,13.4688,19.4062,1.467125,1.426375,1.2105,1.203375,0,0,2.559625
3034,21,94,1,0,15.2578,17.6328,13.4766,19.3281,1.449875,1.41725,1.2345,1.20825,0,0,2.560625
3035,21,98,1,0,15.1719,17.6328,13.4453,19.3203,1.452625,1.42125,1.234125,1.207875,0,0,2.56
3036,21,95,1,0,15.2266,17.625,13.4062,19.3516,1.44875,1.4125,1.228,1.21075,0,0,2.561
3037,21,98,1,0,15.1484,17.5703,13.3828,19.3125,1.442125,1.403625,1.234625,1.19025,0,0,2.560125
3038,21,95,1,0,15.1484,17.6172,13.3125,19.2188,1.44325,1.40475,1.22675,1.205125,0,0,2.559625
3039,21,97,1,0,15.1484,17.4922,13.2891,19.3125,1.43625,1.41475,1.209375,1.193375,0,0,2.560875
3040,21,94,1,1,15.1016,17.5,13.3594,19.1797,1.45175,1.395375,1.226125,1.191875,0,0,2.559375
3041,21,95,1,0,15.0859,17.4766,13.2656,19.2578,1.45325,1.40225,1.19425,1.1855,0,0,2.559375
3042,21,94,1,0,15.0703,17.4375,13.2656,19.2266,1.443125,1.410125,1.192375,1.194375,0,0,2.559375
3043,21,94,1,0,15.0391,17.4688,13.3281,19.1953,1.451,1.405375,1.197125,1.194625,0,0,2.56025
3044,21,97,1,0,15.0234,17.4531,13.2578,19.1875,1.447875,1.398375,1.210625,1.1915,0,1,2.559625
3045,21,95,1,0,14.9922,17.4453,13.1953,19.125,1.4205,1.394,1.218625,1.1975,0,0,2.5595
3046,21,98,1,0,14.9688,17.3906,13.1797,19.1094,1.439375,1.390375,1.187,1.185125,0,0,2.559625
3047,21,97,1,0,15.0312,17.4141,13.1641,19.0781,1.420875,1.40525,1.220375,1.179125,0,0,2.561
3048,21,95,1,1,15.0078,17.4219,13.2188,19.0312,1.421625,1.384125,1.18575,1.173875,0,0,2.561
3049,21,97,1,0,14.9375,17.3828,13.0781,18.9922,1.420125,1.38175,1.211375,1.19075,0,0,2.56
3050,21,94,1,0,14.9766,17.2812,13.1562,18.9688,1.432125,1.39725,1.19,1.186125,0,0,2.56
3051,21,96,1,0,14.8359,17.3594,13.125,18.9375,1.414,1.3795,1.1885,1.181875,0,0,2.559375
3052,21,96,1,0,14.8828,17.2422,13.0391,18.9922,1.416125,1.393125,1.182625,1.18575,0,0,2.560375
3053,21,94,1,0,14.7969,17.3047,13.0859,18.9219,1.4135,1.39275,1.199375,1.165875,0,0,2.56
3054,21,98,1,0,14.7969,17.2812,12.9844,18.9062,1.430125,1.365,1.183625,1.176,1,0,2.56
3055,21,94,1,0,14.8516,17.1641,12.9844,18.8984,1.407,1.368375,1.1935,1.159375,0,0,2.560375
3056,21,98,1,1,14.8047,17.2109,13.0391,18.9297,1.42125,1.38875,1.202625,1.171875,0,0,2.561
3057,21,94,1,0,14.7422,17.1484,13.0,18.8672,1.40275,1.381875,1.17575,1.171,0,0,2.5605
3058,21,98,1,0,14.7969,17.1797,12.9453,18.8906,1.3955,1.365875,1.18825,1.15875,0,0,2.560375
3059,21,97,1,0,14.7734,17.1562,12.8984,18.875,1.40825,1.370375,1.166,1.168125,0,0,2.561
3060,21,98,1,0,14.6875,17.0547,12.9141,18.7578,1.4105,1.369875,1.171125,1.158875,0,0,2.56
3061,21,98,1,0,14.7266,17.0938,12.9453,18.8125,1.402375,1.3545,1.188875,1.165125,0,0,2.55925
3062,21,96,1,0,14.7266,17.0703,12.8438,18.7344,1.415,1.3585,1.16325,1.152,0,0,2.5605
3063,21,97,1,0,14.5938,17.0938,12.8438,18.7891,1.3885,1.3465,1.17075,1.165125,0,0,2.55925
3064,21,96,1,1,14.6172,16.9844,12.8516,18.6641,1.38725,1.344625,1.16825,1.164375,0,0,2.55925
3065,21,98,1,0,14.6484,17.0156,12.8594,18.75,1.393375,1.36975,1.1905,1.153875,0,0,2.559875
3066,21,98,1,0,14.5703,16.9375,12.7578,18.625,1.401875,1.35575,1.175625,1.154,0,1,2.559375
3067,21,95,1,0,14.5703,16.9297,12.75,18.7031,1.388375,1.33875,1.161125,1.15875,0,0,2.56
3068,21,95,1,0,14.5547,16.9531,12.6953,18.5781,1.39825,1.336,1.156375,1.156375,0,0,2.5605
3069,21,98,1,0,14.4922,16.9375,12.6875,18.6172,1.377125,1.3615,1.162625,1.155125,0,0,2.560875
3070,20,97,1,0,14.4531,16.9062,12.75,18.625,1.374875,1.344125,1.147375,1.1455,0,0,2.560875
3071,20,98,1,0,14.4922,16.8984,12.7188,18.5078,1.3875,1.3515,1.154625,1.134375,0,0,2.561
3072,20,98,1,1,14.5,16.8594,12.6484,18.5781,1.3865,1.329,1.172,1.146375,0,0,2.559125
3073,20,95,1,0,14.4219,16.8516,12.6562,18.4688,1.385625,1.34975,1.158625,1.130125,0,0,2.56075
3074,20,98,1,0,14.3594,16.8438,12.625,18.5078,1.371125,1.333375,1.15875,1.1385,0,0,2.56075
3075,20,98,1,0,14.3281,16.7266,12.6484,18.4922,1.384625,1.3305,1.148375,1.128,0,0,2.55925
3076,20,95,1,0,14.3359,16.7578,12.5156,18.4766,1.36375,1.32475,1.17,1.125875,0,0,2.559375
3077,20,97,1,0,14.3828,16.7344,12.5938,18.4844,1.373375,1.325875,1.146625,1.1395,0,0,2.560125
3078,20,95,1,0,14.2734,16.7812,12.5,18.3906,1.36025,1.333125,1.15475,1.1375,0,0,2.5605
3079,20,96,1,0,14.2812,16.7266,12.4531,18.3828,1.3775,1.315875,1.144125,1.140125,0,0,2.559125
3080,20,98,1,1,14.2344,16.6797,12.4375,18.3984,1.349875,1.319875,1.138375,1.1265,0,0,2.55925
3081,20,98,1,0,14.2266,16.6328,12.4062,18.4141,1.35775,1.329625,1.1545,1.134125,0,0,2.560125
3082,20,98,1,0,14.2109,16.6641,12.3828,18.3047,1.355125,1.31725,1.13925,1.124125,0,0,2.559375
3083,20,96,1,0,14.1719,16.5547,12.4062,18.3438,1.36975,1.318375,1.129875,1.1205,0,0,2.5605
3084,20,96,1,0,14.1641,16.5391,12.4219,18.3438,1.361875,1.316,1.1485,1.12625,0,0,2.559125
3085,20,98,1,0,14.2266,16.6016,12.3203,18.25,1.342625,1.314625,1.14425,1.128625,0,0,2.55925
3086,20,97,1,0,14.1016,16.5312,12.3203,18.25,1.353,1.305,1.1215,1.117125,0,0,2.5605
3087,20,96,1,0,14.1875,16.4844,12.2656,18.2656,1.3435,1.3155,1.1205,1.110875,0,0,2.560875
3088,20,98,1,1,14.1328,16.5078,12.3438,18.2422,1.341125,1.318875,1.129875,1.10925,0,0,2.5595
3089,20,94,1,0,14.1406,16.4766,12.25,18.1953,1.3445,1.29575,1.140625,1.12225,1,0,2.56075
3090,20,98,1,0,14.125,16.4688,12.25,18.1641,1.35625,1.2955,1.14725,1.119625,0,0,2.560375
3091,20,97,1,0,13.9766,16.4219,12.1875,18.0938,1.342625,1.3065,1.131625,1.11175,0,0,2.561
3092,20,94,1,0,14.0781,16.3984,12.2109,18.1016,1.348875,1.311875,1.13875,1.11925,0,0,2.559
3093,20,95,1,0,14.0469,16.3906,12.1562,18.1406,1.3325,1.308125,1.133,1.10025,0,0,2.560875
3094,20,98,1,0,14.0078,16.4219,12.1328,18.0625,1.338625,1.295375,1.12625,1.111375,0,0,2.56075
3095,20,96,1,0,13.9844,16.375,12.2109,18.0625,1.34525,1.294875,1.128125,1.095,0,0,2.56
3096,20,97,1,1,13.9844,16.3281,12.125,17.9844,1.338,1.286,1.114875,1.107875,0,1,2.5595
3097,20,98,1,0,13.8984,16.2969,12.1328,18.0703,1.32275,1.28925,1.109625,1.103125,0,0,2.559
3098,20,97,1,0,13.9453,16.2578,12.0781,17.9688,1.3215,1.301875,1.120875,1.096625,0,0,2.56025
3099,20,98,1,0,13.8359,16.2656,12.1172,18.0078,1.333875,1.30275,1.108,1.09375,0,0,2.56
3100,20,96,1,0,13.8828,16.1953,12.1016,17.9141,1.313375,1.273625,1.11,1.105625,0,0,2.559875
3101,20,96,1,0,13.7891,16.2812,12.0703,17.9062,1.32925,1.28325,1.114875,1.093,0,0,2.56075
3102,20,95,1,0,13.8438,16.1719,11.9844,17.875,1.328625,1.274125,1.095,1.086625,0,0,2.559125
3103,20,98,1,0,13.8125,16.1562,11.9375,17.8203,1.32225,1.272875,1.105375,1.09925,0,0,2.560125
3104,20,94,1,1,13.6953,16.1797,11.9141,17.8906,1.319125,1.271,1.0955,1.07725,0,0,2.5595
3105,20,95,1,0,13.7344,16.125,11.9375,17.8438,1.30675,1.273125,1.108625,1.0805,0,0,2.559625
3106,20,96,1,0,13.7109,16.0547,11.9219,17.8359,1.307625,1.284125,1.106625,1.082875,0,0,2.560875
3107,20,95,1,0,13.6953,16.0938,11.875,17.8047,1.317625,1.268375,1.105625,1.07775,1,0,2.559125
3108,20,95,1,0,13.6484,16.1094,11.8594,17.8281,1.306625,1.275375,1.089875,1.080375,0,0,2.559625
3109,20,95,1,0,13.6797,16.0781,11.8203,17.6953,1.294625,1.257375,1.084,1.069,0,0,2.561
3110,20,95,1,0,13.6094,16.0781,11.875,17.6953,1.302125,1.276125,1.081375,1.079,0,0,2.55925
3111,20,97,1,0,13.5547,15.9766,11.8047,17.6953,1.290375,1.2555,1.091875,1.075875,0,0,2.559875
3112,20,95,1,1,13.5859,15.9922,11.8125,17.6797,1.294625,1.27775,1.079125,1.066,0,0,2.560375
3113,20,98,1,0,13.5938,15.9609,11.7031,17.7031,1.30775,1.248375,1.101375,1.082,0,0,2.5595
3114,20,96,1,0,13.5078,16.0,11.7188,17.6094,1.288375,1.251375,1.09525,1.059625,0,0,2.56
3115,20,94,1,0,13.5469,15.8672,11.7266,17.6484,1.286,1.243375,1.074875,1.06125,0,0,2.559625
3116,19,97,1,0,13.4844,15.8438,11.6953,17.6484,1.296875,1.262125,1.0745,1.067625,0,0,2.56025
3117,19,98,1,0,13.4219,15.8828,11.6406,17.625,1.29775,1.242875,1.097125,1.069,0,0,2.559875
3118,19,97,1,0,13.4609,15.8672,11.6172,17.5,1.286625,1.264875,1.084625,1.054,0,0,2.559875
3119,19,95,1,0,13.3906,15.8203,11.6094,17.5781,1.298375,1.2415,1.069125,1.051625,0,0,2.55975
3120,19,98,1,1,13.3906,15.8359,11.6484,17.5078,1.274625,1.24975,1.0785,1.058625,0,0,2.5595
3121,19,95,1,0,13.3672,15.8438,11.5469,17.4766,1.29325,1.253875,1.0615,1.053375,0,1,2.5605
3122,19,96,1,0,13.3203,15.7109,11.5703,17.4531,1.292375,1.242625,1.087375,1.0645,1,0,2.560625
3123,19,97,1,0,13.3438,15.7891,11.4844,17.4219,1.26275,1.244375,1.054875,1.064,0,0,2.559875
3124,19,96,1,0,13.2656,15.7266,11.5703,17.4766,1.26475,1.231,1.080125,1.05,0,0,2.56075
3125,19,94,1,0,13.2344,15.6797,11.4688,17.4062,1.285875,1.23625,1.0865,1.05175,0,0,2.559375
3126,19,94,1,0,13.2266,15.6172,11.4375,17.3516,1.282125,1.225,1.073375,1.05425,0,0,2.559875
3127,19,94,1,0,13.3047,15.6094,11.5156,17.3438,1.262,1.23675,1.06025,1.048375,0,0,2.5595
3128,19,97,1,1,13.2422,15.5938,11.3984,17.3438,1.267875,1.218,1.058,1.054,0,0,2.55925
3129,19,94,1,0,13.1953,15.5859,11.4375,17.3203,1.250875,1.230125,1.0765,1.050375,0,0,2.560125
3130,19,96,1,0,13.1484,15.5547,11.4062,17.3438,1.24925,1.223625,1.0755,1.03975,0,0,2.560875
3131,19,98,1,0,13.1016,15.5469,11.3125,17.2578,1.25275,1.218375,1.058625,1.035,0,0,2.559375
3132,19,98,1,0,13.1094,15.4844,11.3594,17.1953,1.263625,1.2185,1.0535,1.04825,0,0,2.559625
3133,19,96,1,0,13.1562,15.5391,11.3281,17.2578,1.252375,1.215,1.04225,1.03725,0,0,2.559125
3134,19,97,1,0,13.0391,15.5312,11.2656,17.2109,1.262125,1.206,1.034625,1.046625,0,0,2.561
3135,19,97,1,0,13.0469,15.5078,11.2969,17.125,1.259375,1.225625,1.06,1.041375,0,0,2.56075
3136,19,95,1,1,13.1094,15.4766,11.2109,17.0938,1.235,1.210625,1.037,1.0385,0,0,2.5605
3137,19,96,1,0,13.0312,15.3828,11.25,17.0938,1.255375,1.2055,1.049125,1.03525,0,0,2.560125
3138,19,94,1,0,12.9688,15.3594,11.1953,17.0469,1.232625,1.209,1.043625,1.018875,0,0,2.5595
3139,19,97,1,0,13.0234,15.3672,11.125,17.0391,1.256375,1.207375,1.051375,1.021875,0,0,2.561
3140,19,97,1,0,12.9609,15.3672,11.1641,17.125,1.240125,1.211,1.058375,1.018875,0,0,2.559625
3141,19,95,1,0,12.8984,15.3516,11.1328,16.9922,1.22475,1.198875,1.02225,1.02075,0,0,2.56025
3142,19,95,1,0,12.9766,15.2812,11.1406,17.0391,1.23175,1.188625,1.037375,1.022875,0,0,2.560875
3143,19,96,1,0,12.8438,15.3281,11.1562,16.9766,1.242375,1.187,1.0375,1.02325,0,0,2.560375
3144,19,96,1,1,12.8672,15.2344,11.1172,17.0234,1.218375,1.1865,1.041875,1.02375,0,0,2.55975
3145,19,98,1,0,12.8438,15.2031,11.0,16.9766,1.244625,1.196125,1.045875,1.01375,0,0,2.5595
3146,19,98,1,0,12.8516,15.2578,11.0938,16.9609,1.22,1.190375,1.043125,1.006125,0,0,2.56
3147,19,95,1,0,12.8672,15.25,11.0703,16.9062,1.213875,1.1905,1.022,1.009125,0,0,2.561
3148,19,98,1,0,12.8359,15.1562,11.0469,16.9062,1.226625,1.175375,1.039375,1.012625,0,0,2.560625
3149,19,97,1,0,12.8125,15.1016,10.9922,16.9219,1.213375,1.185125,1.037625,1.01,0,0,2.559125
3150,19,96,1,0,12.7031,15.1484,10.9531,16.8125,1.221375,1.184375,1.022125,1.0175,0,0,2.560875
3151,19,98,1,0,12.7578,15.1328,10.9062,16.7578,1.2115,1.186125,1.032875,1.0165,0,0,2.559125
3152,19,94,1,1,12.7266,15.0859,10.8984,16.8047,1.200875,1.168375,1.031875,1.009875,0,0,2.559875
3153,19,97,1,0,12.6328,15.0469,10.875,16.8125,1.222375,1.193125,1.008,0.995875,0,0,2.5595
3154,19,97,1,0,12.5938,15.0391,10.7891,16.6953,1.211875,1.16775,1.01675,0.99475,1,0,2.560375
3155,19,95,1,0,12.6094,15.0469,10.7812,16.7578,1.195125,1.173875,0.999375,0.9945,0,0,2.56
3156,19,94,1,0,12.6172,15.0547,10.8203,16.75,1.197375,1.181625,1.028375,0.9995,0,0,2.55925
3157,19,95,1,0,12.5625,14.9766,10.7734,16.6484,1.197625,1.163,1.01025,1.00425,0,0,2.56075
3158,19,98,1,0,12.5,14.9141,10.7344,16.7031,1.20625,1.177125,1.005625,1.005375,0,0,2.5595
3159,19,98,1,0,12.5859,14.8984,10.7188,16.7031,1.205375,1.176,1.005,0.989125,0,0,2.559875
3160,19,94,1,1,12.5078,14.8672,10.7578,16.6562,1.197625,1.167,1.011125,0.995375,0,0,2.559375
3161,18,96,1,0,12.4453,14.9219,10.6484,16.6172,1.19,1.1545,1.003875,0.984375,0,0,2.559875
3162,18,96,1,0,12.4609,14.8516,10.625,16.5391,1.198,1.1655,0.999375,0.9935,0,0,2.55975
3163,18,97,1,0,12.4062,14.8906,10.6562,16.5469,1.18325,1.147125,1.00975,0.97475,0,0,2.559875
3164,18,98,1,0,12.3906,14.8594,10.6797,16.5781,1.200125,1.157125,0.985875,0.986125,0,0,2.56
3165,18,97,1,0,12.4141,14.7969,10.6562,16.5078,1.186875,1.14725,0.99325,0.992375,0,0,2.560875
3166,18,97,1,0,12.3906,14.7734,10.625,16.5312,1.177125,1.15325,0.98025,0.97925,0,0,2.5605
3167,18,96,1,0,12.3672,14.8125,10.6172,16.4922,1.168625,1.143875,1.0095,0.970375,0,1,2.560375
3168,18,94,1,1,12.3047,14.7891,10.5,16.375,1.1795,1.150875,0.99225,0.987,0,0,2.55975
3169,18,97,1,0,12.3125,14.6641,10.5625,16.3984,1.186375,1.140375,0.99625,0.978875,0,0,2.559125
3170,18,97,1,0,12.2734,14.6953,10.5156,16.3594,1.17625,1.13025,0.98675,0.963375,0,0,2.561
3171,18,97,1,0,12.25,14.7031,10.5078,16.4219,1.17475,1.1295,0.9815,0.97,0,0,2.561
3172,18,95,1,0,12.2109,14.6953,10.3906,16.3906,1.173,1.139625,0.975625,0.975875,0,0,2.560125
3173,18,98,1,0,12.1875,14.6328,10.4375,16.3828,1.180125,1.12775,0.97225,0.959625,0,0,2.56075
3174,18,95,1,0,12.1719,14.6484,10.3516,16.3516,1.179125,1.124,0.988,0.971625,0,0,2.5605
3175,18,97,1,0,12.2266,14.6016,10.3203,16.2188,1.16075,1.135375,0.98675,0.965625,0,0,2.5605
3176,18,97,1,1,12.1797,14.5781,10.3047,16.2656,1.1645,1.13,0.986375,0.954625,0,0,2.5605
3177,18,98,1,0,12.1406,14.4922,10.3672,16.2109,1.167125,1.123625,0.983,0.961625,0,0,2.559375
3178,18,94,1,0,12.0781,14.5312,10.2578,16.2344,1.172125,1.121875,0.98975,0.9615,0,0,2.559
3179,18,96,1,0,12.1016,14.4688,10.2891,16.1875,1.15575,1.140625,0.95725,0.96375,0,0,2.560625
3180,18,97,1,0,12.0234,14.4297,10.3125,16.1094,1.143625,1.119,0.961,0.95025,0,0,2.55925
3181,18,97,1,0,12.0547,14.4453,10.3047,16.1328,1.162875,1.1205,0.988125,0.951625,0,0,2.559875
3182,18,98,1,0,11.9609,14.4141,10.2812,16.0703,1.15175,1.10975,0.984125,0.95125,0,0,2.55925
3183,18,94,1,0,12.0469,14.4609,10.1406,16.0703,1.142625,1.12675,0.959875,0.942375,0,0,2.559625
3184,18,94,1,1,11.9766,14.4375,10.1484,16.125,1.13975,1.10975,0.951625,0.940625,0,0,2.559875
3185,18,95,1,0,11.9453,14.3516,10.1797,16.0391,1.13075,1.12225,0.9635,0.950125,0,0,2.5595
3186,18,94,1,0,11.8828,14.3516,10.1016,16.0781,1.155625,1.125875,0.9435,0.943875,0,0,2.560125
3187,18,96,1,0,11.9453,14.2656,10.0859,16.0547,1.146625,1.11025,0.972,0.93425,0,0,2.559
3188,18,97,1,0,11.9375,14.2812,10.0781,15.9766,1.14975,1.108,0.959875,0.943375,0,0,2.5605
3189,18,96,1,0,11.8984,14.2188,10.0781,15.9453,1.129875,1.099125,0.949875,0.929875,1,0,2.55975
3190,18,94,1,0,11.8906,14.2891,10.0781,16.0,1.12375,1.11275,0.954375,0.93475,0,0,2.559125
3191,18,97,1,0,11.8594,14.1562,10.0156,15.8984,1.13575,1.107875,0.953125,0.94125,0,0,2.56
3192,18,96,1,1,11.8203,14.2031,10.0156,15.9453,1.122375,1.1095,0.932125,0.93925,0,0,2.56075
3193,18,96,1,0,11.7109,14.2031,9.9688,15.8438,1.114125,1.08575,0.934125,0.932875,0,0,2.560875
3194,18,94,1,0,11.6875,14.1016,10.0078,15.7969,1.12325,1.090875,0.930625,0.922625,0,0,2.56025
3195,18,94,1,0,11.7578,14.0781,9.9766,15.8125,1.1215,1.0825,0.96375,0.91875,0,0,2.56025
3196,18,95,1,0,11.6719,14.125,9.875,15.7656,1.125875,1.08825,0.959375,0.93425,0,1,2.56025
3197,18,97,1,0,11.7031,14.0312,9.8828,15.7188,1.11,1.075875,0.958625,0.9315,0,0,2.560375
3198,18,95,1,0,11.7188,14.0391,9.8359,15.8047,1.11,1.09425,0.949,0.923375,0,0,2.561
3199,18,95,1,0,11.6875,14.0234,9.8828,15.7812,1.113375,1.074875,0.9425,0.914375,0,0,2.56075
3200,18,97,1,1,11.6094,14.0703,9.7891,15.6641,1.10125,1.086875,0.947,0.9225,0,0,2.559875
3201,18,98,1,0,11.5391,14.0,9.7891,15.625,1.123875,1.092,0.94075,0.910375,0,0,2.560125
3202,18,98,1,0,11.5859,13.9844,9.7344,15.6016,1.106,1.07475,0.928625,0.915,0,0,2.559125
3203,18,98,1,0,11.5234,13.9453,9.7109,15.6094,1.10825,1.077875,0.9255,0.9145,0,0,2.56
3204,18,95,1,0,11.4609,13.8594,9.7109,15.5781,1.11625,1.086,0.939,0.916125,0,0,2.56075
3205,17,96,1,0,11.5469,13.875,9.6797,15.5938,1.101375,1.080375,0.924,0.9115,0,0,2.559625
3206,17,98,1,0,11.4844,13.8906,9.6641,15.5859,1.10975,1.061875,0.9095,0.9105,0,0,2.56025
3207,17,97,1,0,11.3906,13.8438,9.6719,15.5,1.102125,1.06725,0.910875,0.918375,0,0,2.560125
3208,17,96,1,1,11.4062,13.7969,9.6094,15.4844,1.091375,1.05225,0.9275,0.9075,0,0,2.559625
3209,17,97,1,0,11.3828,13.7812,9.6562,15.4688,1.092125,1.049625,0.93775,0.904,0,0,2.560625
3210,17,96,1,0,11.3906,13.8125,9.5547,15.5391,1.104375,1.05525,0.917875,0.9105,0,0,2.5605
3211,17,96,1,0,11.3672,13.7656,9.5703,15.4219,1.090625,1.061875,0.91675,0.900875,0,0,2.55975
3212,17,98,1,0,11.2969,13.7031,9.5859,15.3828,1.092875,1.070875,0.896375,0.89025,0,0,2.560625
3213,17,96,1,0,11.3125,13.75,9.4609,15.4609,1.1,1.042375,0.899125,0.8955,0,0,2.560625
3214,17,97,1,0,11.2266,13.7188,9.4531,15.3828,1.092875,1.058625,0.9045,0.89,0,0,2.559875
3215,17,95,1,0,11.2969,13.6406,9.4375,15.4062,1.092625,1.044875,0.892375,0.893125,0,0,2.55975
3216,17,97,1,1,11.2734,13.6406,9.4375,15.3281,1.070875,1.03875,0.894125,0.898875,0,0,2.5605
3217,17,97,1,0,11.2422,13.6719,9.4375,15.3828,1.090875,1.034625,0.91475,0.88975,1,0,2.559375
3218,17,98,1,0,11.1406,13.6094,9.3672,15.2344,1.070625,1.06,0.891125,0.89775,0,0,2.560875
3219,17,97,1,0,11.1875,13.5391,9.3828,15.2344,1.083375,1.054,0.88475,0.879,0,0,2.56
3220,17,98,1,0,11.1406,13.5703,9.3516,15.1953,1.063125,1.041875,0.89175,0.894375,0,0,2.559375
3221,17,94,1,0,11.0703,13.5,9.3203,15.2891,1.068125,1.028875,0.890875,0.872625,0,0,2.559125
3222,17,96,1,0,11.1484,13.5391,9.3281,15.25,1.0545,1.02475,0.885125,0.891,0,0,2.560875
3223,17,95,1,0,11.1406,13.4844,9.3047,15.1953,1.071375,1.028125,0.901875,0.891,0,0,2.559875
3224,17,96,1,1,11.0781,13.4062,9.2969,15.2109,1.068625,1.036,0.887375,0.870625,0,0,2.560625
3225,17,96,1,0,10.9766,13.4297,9.2891,15.1094,1.07275,1.021375,0.887,0.872625,0,0,2.56025
3226,17,95,1,0,10.9609,13.4375,9.1641,15.1172,1.052125,1.026125,0.894875,0.86425,0,0,2.561
3227,17,96,1,0,11.0078,13.3281,9.2422,15.0547,1.068875,1.035625,0.88,0.883875,0,0,2.56
3228,17,97,1,0,10.9609,13.4062,9.2266,15.0312,1.06775,1.025375,0.879,0.872375,0,0,2.55925
3229,17,94,1,0,10.9766,13.3516,9.1484,15.0781,1.059875,1.010125,0.89525,0.879625,0,0,2.55975
3230,17,94,1,0,10.9141,13.3281,9.1641,15.0078,1.041875,1.03025,0.881375,0.87125,0,0,2.559
3231,17,98,1,0,10.8359,13.3203,9.0703,15.0156,1.041125,1.013625,0.895,0.874625,0,0,2.55925
3232,17,96,1,1,10.8828,13.2734,9.0547,14.9219,1.053375,1.003375,0.86725,0.8605,0,0,2.559125
3233,17,98,1,0,10.8438,13.2734,9.1094,14.9141,1.04275,1.01325,0.87725,0.862375,0,1,2.560125
