bpx65_a_V,bpx65_b_V
1.786375,1.744125
1.78275,1.714625
1.779,1.7185
1.77325,1.734875
1.761375,1.73125
1.759,1.710375
1.7745,1.73375
1.767375,1.725375
1.77825,1.703375
1.77475,1.727375
1.773625,1.716
1.75075,1.70325
1.766625,1.721875
1.757875,1.72025
1.7405,1.691625
1.75425,1.701625
1.74825,1.700875
1.74875,1.71375
1.74875,1.699875
1.733875,1.705375
1.75425,1.71
1.7445,1.702875
1.751125,1.68275
1.73075,1.677875
1.738875,1.6985
1.737125,1.674375
1.7225,1.682125
1.737,1.695875
1.735875,1.68175
1.7245,1.673125
1.7285,1.67725
1.732,1.669875
1.723875,1.68225
1.728375,1.659125
1.731,1.67475
1.722625,1.66
1.718875,1.6605
1.6975,1.672375
1.70075,1.66825
1.69425,1.660375
1.710375,1.66875
1.698625,1.651875
1.702125,1.647625
1.716375,1.655125
1.70375,1.654
1.685625,1.63825
1.6935,1.664375
1.708,1.654875
1.699625,1.638
1.7045,1.640875
1.702875,1.642375
1.701,1.628375
1.68525,1.637625
1.688,1.624375
1.683,1.63225
1.6925,1.64225
1.68225,1.64275
1.666125,1.626625
1.66525,1.64
1.68025,1.620375
1.65775,1.610625
1.656,1.637
1.669875,1.63525
1.66225,1.609875
1.6485,1.61725
1.673875,1.62825
1.650375,1.6155
1.6485,1.61875
1.6635,1.615
1.647125,1.6015
1.666125,1.594
1.662375,1.619125
1.63925,1.593
1.655125,1.6035
1.643125,1.601125
1.629375,1.601625
1.6415,1.604875
1.632875,1.58725
1.6305,1.580875
1.62025,1.5785
1.64225,1.574625
1.638,1.59
1.614125,1.5815
1.639375,1.576
1.63975,1.56575
1.619,1.5685
1.630375,1.572
1.620625,1.577375
1.604875,1.572375
1.606375,1.583375
1.61325,1.58075
1.622625,1.57225
1.62,1.56825
1.595125,1.571375
1.595625,1.552375
1.603125,1.574375
1.609375,1.568875
1.603375,1.560875
1.59425,1.563125
1.59,1.552
1.608375,1.555625
1.581375,1.534375
1.57625,1.558125
1.5895,1.558875
1.595125,1.555
1.594125,1.549125
1.571625,1.53275
1.582125,1.541125
1.577375,1.53675
1.58725,1.5235
1.5715,1.542125
1.57875,1.51775
1.5685,1.516875
1.5815,1.5375
1.580625,1.532
1.572375,1.5155
1.563125,1.53175
1.5585,1.528125
1.568125,1.511625
1.56025,1.530125
1.55175,1.5215
1.551625,1.50625
1.543375,1.51725
1.55125,1.498
1.55875,1.495125
1.53325,1.4965
1.554375,1.507875
1.54475,1.50025
1.548625,1.5075
1.53675,1.49025
1.525375,1.506
1.537,1.50325
1.5475,1.49575
1.542,1.500875
1.53175,1.483375
1.53175,1.49825
1.511,1.478875
1.52675,1.477875
1.52875,1.485375
1.517375,1.48225
1.509625,1.486875
1.512,1.46175
1.4985,1.4755
1.510875,1.4655
1.51625,1.46975
1.5095,1.4795
1.502875,1.474625
1.518,1.458875
1.497125,1.467
1.492625,1.453125
1.484375,1.460625
1.502,1.44075
1.485375,1.4415
1.479375,1.4435
1.481,1.4425
1.49675,1.44775
1.497625,1.44075
1.483,1.43275
1.482875,1.429
1.477625,1.454125
1.476875,1.4405
1.48575,1.438375
1.47475,1.423375
1.471125,1.420125
1.479,1.41625
1.453125,1.41925
1.464625,1.42975
1.47025,1.431125
1.47375,1.43225
1.462625,1.420375
1.467125,1.426375
1.449875,1.41725
1.452625,1.42125
1.44875,1.4125
1.442125,1.403625
1.44325,1.40475
1.43625,1.41475
1.45175,1.395375
1.45325,1.40225
1.443125,1.410125
1.451,1.405375
1.447875,1.398375
1.4205,1.394
1.439375,1.390375
1.420875,1.40525
1.421625,1.384125
1.420125,1.38175
1.432125,1.39725
1.414,1.3795
1.416125,1.393125
1.4135,1.39275
1.430125,1.365
1.407,1.368375
1.42125,1.38875
1.40275,1.381875
1.3955,1.365875
1.40825,1.370375
1.4105,1.369875
1.402375,1.3545
1.415,1.3585
1.3885,1.3465
1.38725,1.344625
1.393375,1.36975
1.401875,1.35575
1.388375,1.33875
1.39825,1.336
1.377125,1.3615
1.374875,1.344125
1.3875,1.3515
1.3865,1.329
1.385625,1.34975
1.371125,1.333375
1.384625,1.3305
1.36375,1.32475
1.373375,1.325875
1.36025,1.333125
1.3775,1.315875
1.349875,1.319875
1.35775,1.329625
1.355125,1.31725
1.36975,1.318375
1.361875,1.316
1.342625,1.314625
1.353,1.305
1.3435,1.3155
1.341125,1.318875
1.3445,1.29575
1.35625,1.2955
1.342625,1.3065
1.348875,1.311875
1.3325,1.308125
1.338625,1.295375
1.34525,1.294875
1.338,1.286
1.32275,1.28925
1.3215,1.301875
1.333875,1.30275
1.313375,1.273625
1.32925,1.28325
1.328625,1.274125
1.32225,1.272875
1.319125,1.271
1.30675,1.273125
1.307625,1.284125
1.317625,1.268375
1.306625,1.275375
1.294625,1.257375
1.302125,1.276125
1.290375,1.2555
1.294625,1.27775
1.30775,1.248375
1.288375,1.251375
1.286,1.243375
1.296875,1.262125
1.29775,1.242875
1.286625,1.264875
1.298375,1.2415
1.274625,1.24975
1.29325,1.253875
1.292375,1.242625
1.26275,1.244375
1.26475,1.231
1.285875,1.23625
1.282125,1.225
1.262,1.23675
1.267875,1.218
1.250875,1.230125
1.24925,1.223625
1.25275,1.218375
1.263625,1.2185
1.252375,1.215
1.262125,1.206
1.259375,1.225625
1.235,1.210625
1.255375,1.2055
1.232625,1.209
1.256375,1.207375
1.240125,1.211
1.22475,1.198875
1.23175,1.188625
1.242375,1.187
1.218375,1.1865
1.244625,1.196125
1.22,1.190375
1.213875,1.1905
1.226625,1.175375
1.213375,1.185125
1.221375,1.184375
1.2115,1.186125
1.200875,1.168375
1.222375,1.193125
1.211875,1.16775
1.195125,1.173875
1.197375,1.181625
1.197625,1.163
1.20625,1.177125
1.205375,1.176
1.197625,1.167
1.19,1.1545
1.198,1.1655
1.18325,1.147125
1.200125,1.157125
1.186875,1.14725
1.177125,1.15325
1.168625,1.143875
1.1795,1.150875
1.186375,1.140375
1.17625,1.13025
1.17475,1.1295
1.173,1.139625
1.180125,1.12775
1.179125,1.124
1.16075,1.135375
1.1645,1.13
1.167125,1.123625
1.172125,1.121875
1.15575,1.140625
1.143625,1.119
1.162875,1.1205
1.15175,1.10975
1.142625,1.12675
1.13975,1.10975
1.13075,1.12225
1.155625,1.125875
1.146625,1.11025
1.14975,1.108
1.129875,1.099125
1.12375,1.11275
1.13575,1.107875
1.122375,1.1095
1.114125,1.08575
1.12325,1.090875
1.1215,1.0825
1.125875,1.08825
1.11,1.075875
1.11,1.09425
1.113375,1.074875
1.10125,1.086875
1.123875,1.092
1.106,1.07475
1.10825,1.077875
1.11625,1.086
1.101375,1.080375
1.10975,1.061875
1.102125,1.06725
1.091375,1.05225
1.092125,1.049625
1.104375,1.05525
1.090625,1.061875
1.092875,1.070875
1.1,1.042375
1.092875,1.058625
1.092625,1.044875
1.070875,1.03875
1.090875,1.034625
1.070625,1.06
1.083375,1.054
1.063125,1.041875
1.068125,1.028875
1.0545,1.02475
1.071375,1.028125
1.068625,1.036
1.07275,1.021375
1.052125,1.026125
1.068875,1.035625
1.06775,1.025375
1.059875,1.010125
1.041875,1.03025
1.041125,1.013625
1.053375,1.003375
1.04275,1.01325
1.043375,1.00825
1.0355,1.00075
1.022625,1.003375
1.018375,1.005625
1.017625,1.0065
1.01575,1.006125
1.015125,1.005125
1.030875,0.982625
1.016,1.00475
1.024375,0.979875
1.021625,0.998875
1.01175,0.982625
1.009125,0.972
1.021875,0.989
1.000375,0.97775
1.017625,0.968
1.00825,0.97125
1.005,0.983875
1.005625,0.9735
1.005,0.9585
0.991625,0.967375
0.9835,0.972625
0.98375,0.952125
0.982875,0.965875
0.9745,0.9745
0.994875,0.96925
0.973,0.958625
0.977,0.964
0.97,0.93725
0.98425,0.950875
0.983,0.953125
0.9795,0.959625
0.974875,0.9355
0.979375,0.930125
0.972375,0.951
0.963375,0.94625
0.97175,0.949
0.96375,0.93675
0.94575,0.934
0.941875,0.93875
0.956375,0.935125
0.94075,0.9165
0.9455,0.931
0.94875,0.933875
0.931875,0.904
0.930375,0.908875
0.94775,0.9195
0.9495,0.913125
0.936125,0.9055
0.939125,0.89975
0.93825,0.895375
0.930375,0.91775
0.93,0.915
0.916375,0.901375
0.913125,0.909375
0.918875,0.888375
0.917375,0.886
0.92875,0.89725
0.920125,0.9015
0.92325,0.886625
0.901,0.898125
0.893,0.877625
0.89675,0.889
0.889,0.889125
0.89125,0.88425
0.8885,0.876125
0.888625,0.8575
0.889625,0.86575
0.9,0.879375
0.90025,0.850875
0.886625,0.85175
0.8745,0.855875
0.882375,0.866
0.892625,0.865875
0.873125,0.85875
0.870375,0.860625
0.880875,0.861875
0.8855,0.8565
0.868125,0.848875
0.86575,0.830125
0.851375,0.837875
0.865875,0.83325
0.87325,0.836
0.8565,0.83775
0.86925,0.837125
0.8605,0.834625
0.84325,0.831875
0.86325,0.838125
0.842,0.813625
0.83775,0.808625
0.83875,0.810125
0.838375,0.819125
0.833625,0.801
0.83075,0.827375
0.8355,0.816625
0.83025,0.801625
0.817125,0.796875
0.8115,0.809
0.822875,0.802625
0.832125,0.78825
0.81075,0.785
0.8095,0.783625
0.81525,0.77875
0.810875,0.802625
0.82,0.787
0.82175,0.7715
0.81525,0.782375
0.792625,0.770625
0.81375,0.777375
0.791375,0.766125
0.804,0.769375
0.8065,0.75975
0.790375,0.760625
0.80375,0.75475
0.7935,0.7745
0.799125,0.769875
0.78475,0.767125
0.785625,0.76875
0.779375,0.746
0.762625,0.764125
0.782125,0.767
0.7795,0.737125
0.77225,0.7385
0.75625,0.73525
0.753875,0.747875
0.75425,0.756625
0.7515,0.7445
0.755625,0.74275
0.76825,0.73175
0.76725,0.741375
0.751375,0.7285
0.75675,0.74075
0.7505,0.722125
0.746375,0.72525
0.753125,0.714
0.729125,0.721125
0.7445,0.731
0.726875,0.728875
0.731375,0.7265
0.736875,0.702375
0.732125,0.703875
0.736875,0.698625
0.73425,0.7005
0.72275,0.700125
0.71425,0.690875
0.721,0.683875
0.729,0.695375
0.70025,0.69875
0.70325,0.701625
0.7075,0.685375
0.706125,0.6755
0.71475,0.68375
0.706625,0.69825
0.69025,0.691375
0.69825,0.673875
0.7095,0.675
0.68325,0.674125
0.689875,0.668875
0.703125,0.6815
0.684,0.678
0.69225,0.662125
0.675875,0.66175
0.68175,0.649375
0.6685,0.667625
0.68975,0.660625
0.685375,0.646375
0.677,0.667125
0.673,0.65025
0.668875,0.635125
0.675375,0.659625
0.659125,0.63375
0.674125,0.63225
0.669125,0.644625
0.663,0.65075
0.662375,0.630125
0.6465,0.643375
0.65275,0.625
0.648125,0.6315
0.6415,0.635
0.6325,0.60975
0.637625,0.609125
0.62925,0.618875
0.627375,0.63125
0.63175,0.623875
0.62475,0.59875
0.629,0.625
0.63925,0.609
0.61975,0.59875
0.608375,0.591875
0.612125,0.615125
0.62,0.60125
0.622875,0.610125
0.6065,0.588875
0.611875,0.585125
0.617625,0.576
0.609875,0.59225
0.6065,0.5865
0.586625,0.58475
0.61175,0.58325
0.60275,0.58375
0.591125,0.581375
0.599,0.583125
0.5965,0.566125
0.59525,0.566875
0.59175,0.577125
0.588,0.5555
0.571875,0.561125
0.586125,0.570375
0.586375,0.561
0.566875,0.542125
0.568375,0.5505
0.571125,0.549
0.566875,0.55325
0.55525,0.553125
0.56325,0.5585
0.563375,0.5345
0.568125,0.55275
0.558,0.526875
0.56325,0.549875
0.561,0.530875
0.536625,0.52475
0.551375,0.5395
0.539875,0.517875
0.5445,0.526
0.5445,0.525125
0.545,0.5315
0.527625,0.5325
0.53525,0.522625
0.52675,0.508125
0.53375,0.52175
0.509625,0.519
0.526125,0.516125
0.523625,0.5125
0.52375,0.508125
0.516,0.50725
0.51225,0.51
0.509875,0.494
0.51525,0.48975
0.5025,0.503625
0.511375,0.483375
0.48725,0.492625
0.50925,0.478125
0.503625,0.47975
0.48525,0.48275
0.502,0.48325
0.485,0.4775
0.495125,0.47625
0.498125,0.482875
0.469375,0.471375
0.47075,0.472875
0.485375,0.452375
0.46525,0.471375
0.4835,0.456375
0.4835,0.44875
0.479125,0.4635
0.459,0.4605
0.453875,0.466125
0.45475,0.444
0.474875,0.45375
0.4695,0.43125
0.447625,0.436125
0.44675,0.443
0.4515,0.432
0.463125,0.432625
0.459,0.441375
0.432,0.442
0.439125,0.426375
0.45125,0.433625
0.42525,0.4295
0.447,0.436375
0.435,0.419
0.42325,0.426875
0.43925,0.427875
0.410375,0.410875
0.430625,0.424125
0.406875,0.415125
0.408375,0.401
0.409125,0.413375
0.405375,0.40075
0.41125,0.4075
0.397875,0.4045
0.399375,0.397625
0.40675,0.388
0.415625,0.377875
0.399125,0.39775
0.409,0.3775
0.383375,0.395375
0.39475,0.38775
0.381,0.37625
0.39675,0.3785
0.3865,0.375875
0.372375,0.379625
0.391625,0.3645
0.38775,0.369875
0.3715,0.360875
0.375875,0.35725
0.36525,0.373125
0.376625,0.367625
0.376875,0.362125
0.363125,0.343625
0.372375,0.35975
0.369625,0.34425
0.36525,0.341625
0.365125,0.357125
0.36775,0.336
0.3635,0.333125
0.34825,0.35375
0.338625,0.33475
0.341,0.339
0.3465,0.317875
0.3305,0.324875
0.322875,0.31875
0.323,0.322375
0.343125,0.32025
0.3415,0.332375
0.322,0.3205
0.318375,0.305375
0.32825,0.313125
0.329125,0.324125
0.331,0.312625
0.315875,0.300875
0.3025,0.3025
0.31,0.316875
0.297875,0.306875
0.31375,0.307375
0.313375,0.285125
0.2945,0.28625
0.28925,0.286375
0.287125,0.30125
0.295625,0.27475
0.30775,0.293875
0.289,0.267875
0.297125,0.268625
0.283875,0.28
0.29525,0.291
0.287125,0.273125
0.293625,0.26325
0.280375,0.280125
0.2755,0.269625
0.27275,0.268375
0.275375,0.2545
0.261625,0.252125
0.25375,0.25125
0.268875,0.256
0.265625,0.2665
0.259,0.25425
0.24275,0.255125
0.23875,0.23325
0.251875,0.232875
0.253125,0.241375
0.246625,0.22625
0.25,0.2475
0.23675,0.24625
0.23725,0.241875
0.224125,0.231
0.24225,0.22875
0.219625,0.236
0.235,0.213125
0.24025,0.208125
0.220375,0.2195
0.224,0.207375
0.21425,0.224375
0.226625,0.21325
0.216875,0.208875
0.222,0.19625
0.22575,0.21625
0.2035,0.19275
0.205,0.2035
0.210875,0.20175
0.193875,0.193625
0.2025,0.196375
0.198375,0.180625
0.18625,0.17925
0.196125,0.195625
0.192875,0.170375
0.182375,0.182875
0.185875,0.194375
0.16925,0.167375
0.168,0.19
0.182375,0.184625
0.1755,0.16925
0.174,0.177375
0.167625,0.177125
0.177,0.172875
0.181375,0.14925
0.1735,0.174
0.176875,0.164125
0.16025,0.1455
0.154375,0.14475
0.170125,0.16525
0.16125,0.1565
0.157125,0.147875
0.146,0.1475
0.15425,0.153375
0.1335,0.15175
0.141125,0.143625
0.143625,0.13825
0.12275,0.1415
0.12225,0.127625
0.117875,0.115625
0.122125,0.137
0.124125,0.134
0.1145,0.11775
0.11425,0.126125
0.13375,0.12025
0.131,0.125375
0.111125,0.0985
0.108375,0.107125
0.096625,0.112125
0.123,0.1165
0.101875,0.092
0.108875,0.1
0.094,0.08675
0.08775,0.100875
0.09125,0.09925
0.080125,0.080625
0.0915,0.088125
0.099,0.090875
0.09,0.077375
0.097375,0.073625
0.087,0.09525
0.094,0.079375
0.06975,0.084125
0.073,0.05875
0.076125,0.066125
0.061125,0.055
0.05575,0.065625
0.07375,0.050875
0.052125,0.0765
0.0625,0.07275
0.05825,0.055375
0.0705,0.0535
0.0645,0.06325
0.0405,0.043625
0.035625,0.040625
0.054125,0.0405
0.044625,0.05025
0.040125,0.042625
0.051375,0.054375
0.048375,0.03075
0.02675,0.0305
0.0405,0.023875
0.034375,0.043
0.017375,0.033625
0.032375,0.01675
0.037625,0.010375
0.008625,0.00725
0.02375,0.016625
0.03125,0.02925
0.02625,0.01575
0.002625,0.012375
0.01175,0.006
-0.003,0.01275
0.01325,-0.00375
0.01,-0.002875
-0.0055,0.001125
0.012,-0.001375
0.007375,0.01075
-0.0115,-0.0125
-0.004375,0.00175
0.006625,0.0055
0.00425,0.001375
0.005625,-0.0075
-0.00875,-0.005
-0.006375,-0.01
0.00525,0.011375
0.012875,0.000625
-0.00475,0.0105
0.011625,-0.007125
0.008875,0.006875
-0.00975,-0.005625
0.009,-0.003125
0.00175,0.00075
0.002,-0.0015
0.000125,0.008125
-0.005,-0.010125
-0.0045,0.013625
-0.000375,-0.009
0.007875,0.005375
-0.0085,-0.000125
-0.002,0.00025
-0.012125,0.012875
-0.000625,0.01275
0.0085,-0.0085
0.001875,-0.0085
0.003125,0.00375
-0.00025,-0.006375
0.013375,-0.012625
-0.013375,-0.001125
-0.010625,-0.00125
0.0,-0.0115
0.006375,0.004125
0.01125,0.012875
0.0065,-0.00575
-0.01075,0.00675
0.0115,-0.013125
0.010125,-0.00825
0.013,0.006125
-0.005625,0.005875
-0.000625,0.00475
0.006375,-0.004375
0.005,0.0085
0.001,-0.011375
-0.0085,-0.0045
-0.006125,-0.014375
-0.010125,-0.013
-0.008625,0.01025
0.005,-0.0045
-0.0025,-0.01225
0.010375,-0.01425
-0.01075,-0.00975
-0.001875,-0.0035
-0.011375,0.009625
-0.008,0.010375
0.00375,-0.010625
-0.013,0.009875
0.006375,0.0105
0.011625,0.0095
-0.0025,0.006625
0.01325,-0.000125
0.008375,-0.01325
-0.011875,0.01025
0.003875,0.00525
-0.000125,0.006
0.0105,-0.007
0.002625,-0.004375
-0.014375,0.001625
0.0085,-0.002375
0.0085,0.002125
-0.013625,0.010125
-0.00875,-0.00425
-0.00425,-0.000625
-0.00125,-0.014875
0.00475,-0.000875
0.00675,-0.00375
-0.013375,0.006375
-0.004625,-0.007625
-0.008625,-0.0135
0.005625,0.004625
-0.00475,0.007125
-0.005375,0.00025
0.00425,-0.011375
-0.002375,-0.010625
0.011375,-0.002125
0.015,0.013
-0.010375,-0.00775
-0.0085,0.010625
-0.013375,-0.0055
0.013375,-0.00725
0.008125,-0.00675
-0.000875,-0.006125
0.000375,-0.00375
-0.0115,-0.0065
0.011,0.002875
-0.000625,0.000875
0.0105,-0.009125
-0.0065,0.0125
0.013,-0.004
-0.000375,0.01375
-0.004125,-0.01375
-0.0065,-0.012625
-0.007875,0.00225
0.013125,0.003875
0.00175,0.009
0.01175,-0.014375
-0.013875,0.009
0.009625,-0.00225
-0.009875,-0.008375
0.01025,-0.001
-0.009,-0.012375
0.000375,0.0115
-0.002,0.01375
-0.01275,0.01225
-0.002125,-0.0025
-0.000875,-0.00625
-0.014125,0.001125
0.005,0.00125
0.013,-0.012
0.002125,-0.01425
0.01375,0.0065
0.0105,-0.006
-0.0095,-0.004
-0.011875,0.0085
0.012,0.0065
0.0005,-0.001625
-0.003,-0.006
0.002,-0.00475
-0.006875,0.00675
-0.003375,0.007625
0.006375,-0.012125
0.00325,0.008625
0.00225,-0.01375
-0.01275,0.014625
-0.00325,-0.014125
0.009375,-0.0035
-0.0075,-0.008875
-0.00475,-0.009875
-0.014875,-0.010875
0.0065,-0.003
0.010875,-0.001
0.006125,-0.01075
0.004875,-0.002625
0.013,0.00575
-0.011,0.0105
-0.002,-0.004125
-0.007875,-0.00975
-0.00025,-0.012125
0.014625,-0.006625
0.011625,0.00525
0.011125,-0.00775
-0.00575,0.00225
-0.00575,-0.0105
0.014875,0.000375
-0.011875,0.0045
0.012,0.012
0.00575,-0.010625
0.009125,-0.006875
-0.013625,-0.010125
-0.001,-0.013
-0.006,0.011
0.00475,-0.005125
0.000125,0.00375
0.00075,-0.0045
0.011125,-0.001125
-0.002,-0.000875
0.002,0.0115
-0.01225,-0.00175
-0.01075,-0.013
0.013625,0.00125
0.005,0.010875
-0.002125,-0.012875
-0.0135,0.001625
-0.00425,0.014375
-0.003875,0.00725
-0.014,0.014875
0.000875,0.009125
-0.006,-0.00725
-0.007875,-0.007625
-0.006,-0.01425
-0.01425,0.009375
-0.000875,0.0025
-0.003625,-0.0065
0.012125,0.01475
-0.01475,0.00475
-0.0125,0.012875
0.008,0.0065
-0.001125,0.003875
-0.008125,-0.00925
-0.0115,-0.006
-0.0085,0.001375
-0.006625,-0.0015
-0.006875,0.000625
-0.005125,0.008375
0.00625,0.004625
0.009625,-0.00975
0.011625,-0.00575
0.013,-0.006875
-0.001125,-0.003625
-0.006875,0.01175
0.007125,-0.007875
0.007125,0.0005
0.011625,0.004375
0.011375,-0.005875
-0.001125,0.00675
0.00925,-0.002
0.01375,0.000625
0.0055,0.0115
-0.002875,-0.00975
-0.0075,-0.003375
-0.009,0.011125
0.00675,0.002875
-0.004625,-0.0045
0.006,-0.00975
-0.01125,-0.003
-0.014625,0.00225
-0.0055,-0.00825
-0.00525,-0.00075
0.00475,-0.01225
-0.01375,-0.0115
-0.00075,0.00175
-0.00075,0.003125
0.013125,-0.005
-0.012375,0.002
0.009375,0.007
-0.004875,0.01225
0.0015,-0.0105
-0.01425,0.00375
-0.014,-0.00775
0.0045,-0.008125
0.006625,-0.004875
0.014625,-0.010375
-0.005875,0.004
-0.00325,0.005125
-0.003875,0.0145
0.005625,-0.0025
0.010125,-0.014875
0.00125,-0.00075
-0.006,-0.000125
-0.00025,0.008625
-0.010625,-0.004375
0.005,-0.01475
0.01375,0.011375
0.001375,-0.01425
-0.003375,0.003875
-0.014,0.003875
-0.013625,-0.004625
-0.012125,-0.013875
0.004,-0.00475
-0.011375,0.0005
-0.005625,-0.007375
-0.005625,-0.00325
-0.010125,-0.00775
-0.007875,-0.002375
-0.004125,0.013375
-0.010375,0.0135
0.002875,0.01475
0.008375,-0.01375
-0.0045,0.00025
0.003875,-0.00825
-0.008125,0.0035
-0.00875,-0.01025
0.00075,-0.001
-0.004375,-0.012625
0.002625,0.01125
-0.002375,0.006875
-0.004375,-0.00275
0.004125,0.007
-0.00875,-0.014875
-0.011125,-0.0105
0.00975,0.012375
0.006,0.003125
-0.001875,0.011
0.008625,-0.001
0.002875,-0.009625
-0.006375,0.00225
-0.006875,-0.013625
0.00725,0.00075
-0.01375,-0.009625
0.00025,0.00525
-0.01475,0.015
-0.010375,0.00125
-0.005875,-0.004625
-0.0095,-0.001875
-0.0145,0.001875
0.003375,-0.0115
0.006625,0.01
0.006125,-0.004875
0.0125,0.009625
0.006625,0.011625
-0.001375,-0.008875
0.012,0.006625
-0.008625,0.002625
-0.012125,-0.011375
-0.0145,-0.012
0.012625,0.009125
0.002125,0.010375
-0.014125,0.014125
0.010125,0.009625
0.0105,-0.0095
-0.01075,-0.009
0.014875,0.000625
-0.005,0.004625
0.0145,-0.002625
-0.012375,0.011375
-0.007375,0.00775
-0.010875,-0.003625
0.00075,0.001
-0.00825,-0.006375
0.009125,-0.00375
-0.013125,0.006
0.006875,-0.0055
-0.01,0.01325
0.006375,0.00625
-0.0005,-0.007375
-0.0015,-0.014625
0.001875,-0.014
0.003375,0.0045
0.0085,-0.012125
0.0105,0.000875
0.014875,0.01075
-0.007625,-0.013875
0.007625,0.0025
0.002625,0.0135
0.013875,-0.009
-0.000625,-0.009125
-0.000875,0.011125
0.00025,-0.008875
0.01275,0.002
0.00925,0.000125
-0.004625,0.010875
-0.013875,-0.013125
-0.003375,0.001375
-0.003625,-0.01375
-0.001375,-0.01025
0.0025,0.005375
0.006625,-0.011
0.000125,-0.014125
-0.00025,0.013375
-0.0005,-0.000125
0.0015,0.005875
-0.01375,-0.006625
0.012875,0.00675
0.001125,0.008
0.004,0.011625
0.01425,0.0075
0.007125,-0.006125
0.006625,0.014125
0.00125,0.014875
-0.005875,-0.005
0.006625,0.0075
0.004625,0.0005
-0.008125,0.00225
0.010625,-0.007375
-0.00425,0.009
0.01,-0.004875
0.00875,0.00475
-0.00675,-0.000625
0.00725,0.005125
-0.01175,0.00075
0.009125,-0.01125
-0.004375,0.000375
-0.003,-0.012
-0.01325,-0.01075
-0.0045,0.008
-0.0055,0.00825
0.011,0.004125
0.005625,-0.0075
0.0065,-0.009375
0.005375,0.001875
-0.0125,-0.0075
0.007,0.005375
0.008,-0.007625
0.004375,-0.00075
-0.0035,0.001125
0.010125,-0.003
-0.002375,0.007
-0.008125,-0.002375
0.002125,0.006875
-0.0105,0.003125
0.0065,0.003875
0.014625,0.01175
-0.008125,0.002625
0.0085,0.003625
0.0145,-0.014875
0.0095,0.004125
-0.01425,-0.002625
0.00075,0.008625
-0.013375,-0.007375
-0.01375,0.014125
-0.011375,-0.0145
-0.008375,-0.011125
0.004,0.013375
0.005125,-0.0095
-0.0125,-0.000375
-0.007375,0.01275
-0.005125,0.00025
0.012875,-0.002625
0.00825,0.009125
0.0105,-0.001375
0.008625,0.009625
-0.008625,0.002
-0.010625,-0.007375
-0.006125,0.011125
-0.00925,-0.0085
-0.001625,0.001125
0.002,-0.00175
0.008625,-0.012
0.01225,-0.00625
-0.002875,-0.012625
0.007,-0.0095
-0.014125,0.005375
0.000625,0.013375
0.00075,-0.014375
0.005125,-0.002625
-0.008625,0.012375
0.000375,-0.0095
0.0115,0.00325
-0.00925,-0.007625
-0.003,-0.001
-0.006375,-0.006
0.01,0.01425
0.009375,0.009625
0.000875,-0.011375
0.009875,0.0125
0.00525,-0.008
0.01375,0.01425
-0.014625,0.00525
0.009,-0.014625
0.010625,0.006
-0.011,0.0045
0.002375,-0.000875
-0.002875,0.01475
-0.003125,0.008625
0.002125,0.011875
0.01175,0.0135
-0.00025,-0.00025
-0.003125,0.0085
-0.002125,0.0
-0.01325,0.0055
-0.00275,0.00725
-0.00675,0.001625
0.000625,0.0145
0.00025,-0.012625
-0.0125,0.0145
0.00075,-0.0105
0.010125,-0.01275
0.00925,-0.004375
0.01,-0.0085
0.00675,0.004125
-0.00275,-0.010625
0.008125,-0.00975
-0.013875,0.006125
0.014125,0.010625
-0.012125,0.014375
-0.0145,0.003375
0.000625,-0.00625
-0.00125,-0.000375
-0.00875,0.006875
-0.009125,-0.0025
0.0145,0.012
0.010375,-0.00375
-0.00025,-0.012
-0.013125,-0.0105
0.01275,0.012625
-0.00875,0.012375
-0.0125,0.0025
-0.00725,-0.011
0.00225,-0.00475
-0.01125,0.01175
0.00675,0.000625
-0.00775,0.003125
-0.0115,-0.003625
-0.00925,-0.0035
0.013125,-0.012375
-0.0135,0.009
0.00375,-0.0055
-0.01025,0.01325
0.005,-0.003625
0.013375,-0.00475
-0.005375,0.00825
-0.008,0.009375
0.0115,0.009875
0.0065,-0.010625
0.010125,-0.013375
-0.012375,0.014875
0.010625,0.007625
-0.014375,-0.01125
0.0025,-0.01375
0.001875,-0.006875
0.001625,-0.012
0.003,-0.004875
0.011125,-0.0015
0.0045,0.011625
0.008125,-0.002
0.006125,-0.003375
0.008625,0.011125
0.0025,-0.00325
-0.004125,-0.010375
0.00925,-0.013
-0.01025,0.01275
-0.0015,-0.000625
-0.01175,-0.003875
-0.004375,-0.0015
0.005,-0.015
0.0015,-0.014625
0.007125,0.014125
-0.009625,-0.00725
0.007625,0.001
0.0125,-0.01025
-0.011375,0.000375
-0.00475,0.0065
-0.008625,-0.01075
-0.01475,-0.003625
0.000125,0.00275
0.00825,0.0125
0.001125,-0.00775
0.00025,0.005375
-0.00175,0.006
0.004125,0.009625
0.010125,0.0095
0.011875,-0.013875
0.004125,0.005375
-0.012625,0.014375
0.00225,-0.00225
-0.000375,0.0045
0.012125,-0.00175
-0.008,-0.004875
0.001125,0.013625
0.0025,0.011125
0.00325,-0.014875
-0.001875,-0.01475
0.00975,-0.00075
-0.00575,-0.004
-0.01075,-0.00075
0.00675,0.004125
0.00775,0.011375
0.0145,0.0125
-0.0085,-0.012125
-0.011875,-0.008125
0.0095,-0.005375
-0.01275,0.005625
-0.001875,-0.006375
0.0145,0.001875
-0.008875,0.012875
-0.00475,0.00675
