bpw34_a_V,bpw34_b_V
1.508375,1.459125
1.473375,1.463625
1.507,1.475625
1.501125,1.4545
1.476125,1.4575
1.486625,1.455875
1.472,1.4655
1.489625,1.447
1.47925,1.459625
1.48625,1.447875
1.47425,1.450125
1.472625,1.449375
1.48325,1.45175
1.461,1.45925
1.484375,1.44475
1.460875,1.440625
1.464375,1.446625
1.474875,1.43325
1.46975,1.435875
1.450625,1.436625
1.454875,1.435375
1.471625,1.442875
1.451375,1.42825
1.4745,1.443625
1.436875,1.42075
1.470375,1.425125
1.468875,1.438
1.45575,1.434375
1.442625,1.42625
1.463,1.42125
1.45225,1.424125
1.441875,1.4285
1.45825,1.40925
1.4545,1.42
1.443,1.407625
1.4355,1.41925
1.452375,1.4205
1.443875,1.41025
1.43725,1.412375
1.442,1.415
1.444625,1.40975
1.412625,1.4055
1.44325,1.41025
1.42975,1.396625
1.420625,1.395625
1.40475,1.40875
1.416625,1.388625
1.425125,1.4065
1.428125,1.397375
1.434375,1.38575
1.40275,1.383125
1.407875,1.398375
1.425625,1.388875
1.415625,1.379375
1.394125,1.387625
1.4195,1.393125
1.4215,1.39025
1.412875,1.39
1.392875,1.387
1.410875,1.382375
1.38875,1.388
1.389125,1.377
1.4025,1.363125
1.412375,1.380875
1.409125,1.37275
1.408,1.366375
1.40575,1.361875
1.38525,1.369
1.372875,1.36325
1.37875,1.3595
1.371375,1.371125
1.40075,1.361625
1.38175,1.361875
1.37625,1.35375
1.363625,1.350875
1.36025,1.358625
1.38525,1.342875
1.356,1.3415
1.36575,1.3465
1.351875,1.35375
1.382875,1.335625
1.354875,1.353
1.357,1.340625
1.380625,1.337875
1.37725,1.333375
1.3505,1.3305
1.34225,1.345375
1.33975,1.33
1.34875,1.333625
1.361125,1.3375
1.37,1.339125
1.34725,1.338
1.361,1.33075
1.35275,1.334875
1.36175,1.331375
1.3565,1.311375
1.326875,1.319875
1.345375,1.32
1.322875,1.317
1.325375,1.32325
1.32275,1.3155
1.3355,1.3065
1.321,1.300875
1.31575,1.298875
1.312125,1.2975
1.314375,1.31175
1.3275,1.310375
1.3175,1.302875
1.339,1.303
1.3345,1.302875
1.319375,1.2965
1.328625,1.288
1.298125,1.296125
1.33075,1.2875
1.323125,1.300625
1.30325,1.295375
1.306,1.280875
1.29325,1.288625
1.319625,1.290625
1.312,1.290375
1.290875,1.287
1.30075,1.278625
1.3135,1.27475
1.285125,1.28575
1.28725,1.26625
1.297375,1.282
1.29725,1.273125
1.28,1.268375
1.307125,1.278625
1.27575,1.274125
1.288375,1.262
1.30375,1.258625
1.290625,1.26275
1.27875,1.251875
1.29475,1.265125
1.288,1.26275
1.263625,1.248875
1.2735,1.24575
1.267125,1.24675
1.277,1.25025
1.2805,1.24125
1.275,1.256875
1.2625,1.24625
1.262875,1.249
1.249875,1.244125
1.2745,1.246875
1.266625,1.2485
1.251125,1.237
1.2755,1.23075
1.24225,1.226875
1.259375,1.228625
1.264125,1.228125
1.2695,1.241375
1.266625,1.238
1.24725,1.238625
1.233625,1.22775
1.231,1.2275
1.243,1.218625
1.2405,1.22425
1.25325,1.213125
1.24475,1.213
1.2505,1.20625
1.2425,1.2165
1.22925,1.2065
1.226375,1.212
1.2245,1.2085
1.226,1.203625
1.2105,1.203375
1.2345,1.20825
1.234125,1.207875
1.228,1.21075
1.234625,1.19025
1.22675,1.205125
1.209375,1.193375
1.226125,1.191875
1.19425,1.1855
1.192375,1.194375
1.197125,1.194625
1.210625,1.1915
1.218625,1.1975
1.187,1.185125
1.220375,1.179125
1.18575,1.173875
1.211375,1.19075
1.19,1.186125
1.1885,1.181875
1.182625,1.18575
1.199375,1.165875
1.183625,1.176
1.1935,1.159375
1.202625,1.171875
1.17575,1.171
1.18825,1.15875
1.166,1.168125
1.171125,1.158875
1.188875,1.165125
1.16325,1.152
1.17075,1.165125
1.16825,1.164375
1.1905,1.153875
1.175625,1.154
1.161125,1.15875
1.156375,1.156375
1.162625,1.155125
1.147375,1.1455
1.154625,1.134375
1.172,1.146375
1.158625,1.130125
1.15875,1.1385
1.148375,1.128
1.17,1.125875
1.146625,1.1395
1.15475,1.1375
1.144125,1.140125
1.138375,1.1265
1.1545,1.134125
1.13925,1.124125
1.129875,1.1205
1.1485,1.12625
1.14425,1.128625
1.1215,1.117125
1.1205,1.110875
1.129875,1.10925
1.140625,1.12225
1.14725,1.119625
1.131625,1.11175
1.13875,1.11925
1.133,1.10025
1.12625,1.111375
1.128125,1.095
1.114875,1.107875
1.109625,1.103125
1.120875,1.096625
1.108,1.09375
1.11,1.105625
1.114875,1.093
1.095,1.086625
1.105375,1.09925
1.0955,1.07725
1.108625,1.0805
1.106625,1.082875
1.105625,1.07775
1.089875,1.080375
1.084,1.069
1.081375,1.079
1.091875,1.075875
1.079125,1.066
1.101375,1.082
1.09525,1.059625
1.074875,1.06125
1.0745,1.067625
1.097125,1.069
1.084625,1.054
1.069125,1.051625
1.0785,1.058625
1.0615,1.053375
1.087375,1.0645
1.054875,1.064
1.080125,1.05
1.0865,1.05175
1.073375,1.05425
1.06025,1.048375
1.058,1.054
1.0765,1.050375
1.0755,1.03975
1.058625,1.035
1.0535,1.04825
1.04225,1.03725
1.034625,1.046625
1.06,1.041375
1.037,1.0385
1.049125,1.03525
1.043625,1.018875
1.051375,1.021875
1.058375,1.018875
1.02225,1.02075
1.037375,1.022875
1.0375,1.02325
1.041875,1.02375
1.045875,1.01375
1.043125,1.006125
1.022,1.009125
1.039375,1.012625
1.037625,1.01
1.022125,1.0175
1.032875,1.0165
1.031875,1.009875
1.008,0.995875
1.01675,0.99475
0.999375,0.9945
1.028375,0.9995
1.01025,1.00425
1.005625,1.005375
1.005,0.989125
1.011125,0.995375
1.003875,0.984375
0.999375,0.9935
1.00975,0.97475
0.985875,0.986125
0.99325,0.992375
0.98025,0.97925
1.0095,0.970375
0.99225,0.987
0.99625,0.978875
0.98675,0.963375
0.9815,0.97
0.975625,0.975875
0.97225,0.959625
0.988,0.971625
0.98675,0.965625
0.986375,0.954625
0.983,0.961625
0.98975,0.9615
0.95725,0.96375
0.961,0.95025
0.988125,0.951625
0.984125,0.95125
0.959875,0.942375
0.951625,0.940625
0.9635,0.950125
0.9435,0.943875
0.972,0.93425
0.959875,0.943375
0.949875,0.929875
0.954375,0.93475
0.953125,0.94125
0.932125,0.93925
0.934125,0.932875
0.930625,0.922625
0.96375,0.91875
0.959375,0.93425
0.958625,0.9315
0.949,0.923375
0.9425,0.914375
0.947,0.9225
0.94075,0.910375
0.928625,0.915
0.9255,0.9145
0.939,0.916125
0.924,0.9115
0.9095,0.9105
0.910875,0.918375
0.9275,0.9075
0.93775,0.904
0.917875,0.9105
0.91675,0.900875
0.896375,0.89025
0.899125,0.8955
0.9045,0.89
0.892375,0.893125
0.894125,0.898875
0.91475,0.88975
0.891125,0.89775
0.88475,0.879
0.89175,0.894375
0.890875,0.872625
0.885125,0.891
0.901875,0.891
0.887375,0.870625
0.887,0.872625
0.894875,0.86425
0.88,0.883875
0.879,0.872375
0.89525,0.879625
0.881375,0.87125
0.895,0.874625
0.86725,0.8605
0.87725,0.862375
0.892125,0.86325
0.858625,0.869
0.873375,0.8665
0.865625,0.86375
0.86725,0.856875
0.879875,0.860625
0.86925,0.858125
0.8775,0.849375
0.8555,0.856875
0.844875,0.836125
0.84375,0.8485
0.847,0.833
0.85,0.833125
0.84125,0.8365
0.847625,0.824875
0.83975,0.842625
0.84525,0.82075
0.848625,0.83125
0.8265,0.81925
0.83675,0.828125
0.83225,0.83125
0.840125,0.814375
0.837125,0.81325
0.822625,0.814625
0.828,0.8065
0.81675,0.8255
0.812625,0.822875
0.837125,0.811125
0.8335,0.81275
0.838375,0.798625
0.818875,0.816
0.806125,0.811625
0.80075,0.795875
0.801125,0.807125
0.819875,0.797125
0.802,0.801875
0.821,0.7855
0.804,0.804125
0.79,0.784625
0.810125,0.780125
0.81275,0.787375
0.807375,0.792125
0.79775,0.77625
0.809875,0.785125
0.798625,0.76975
0.806875,0.776
0.802125,0.784125
0.789625,0.7825
0.7865,0.76975
0.786125,0.7705
0.7705,0.771875
0.793625,0.764125
0.793,0.770125
0.778875,0.768625
0.782875,0.768625
0.77825,0.75825
0.779125,0.758375
0.779875,0.755125
0.779,0.75725
0.752125,0.7455
0.747375,0.75175
0.755625,0.74175
0.749875,0.753375
0.77325,0.753875
0.743875,0.738625
0.7555,0.740125
0.754625,0.72925
0.7515,0.735
0.746125,0.746125
0.741125,0.742875
0.75925,0.728875
0.744625,0.72325
0.727875,0.721625
0.751,0.725375
0.7385,0.72525
0.723625,0.712875
0.726625,0.726
0.7465,0.721875
0.713375,0.710125
0.7325,0.722375
0.71025,0.7115
0.739375,0.704375
0.729125,0.71625
0.71425,0.704875
0.704,0.708625
0.711,0.696
0.723,0.696875
0.714375,0.7105
0.711,0.693125
0.691375,0.70675
0.72525,0.698875
0.69925,0.6865
0.687125,0.698
0.715625,0.687125
0.684,0.690875
0.705625,0.698125
0.683625,0.678375
0.679125,0.68
0.695375,0.670625
0.689375,0.67075
0.686625,0.686375
0.7005,0.680625
0.69,0.66375
0.677625,0.682625
0.689375,0.66575
0.675625,0.66125
0.68475,0.67375
0.679,0.665875
0.668625,0.669
0.6695,0.654625
0.655875,0.662875
0.675125,0.663875
0.66,0.655375
0.66775,0.663
0.649875,0.644625
0.671,0.644625
0.649875,0.640125
0.6505,0.63825
0.660125,0.64225
0.663875,0.64825
0.639625,0.635875
0.640375,0.63475
0.65275,0.63125
0.650875,0.642
0.640625,0.624625
0.63125,0.642875
0.65325,0.63975
0.640125,0.638
0.645625,0.617875
0.6255,0.6335
0.6325,0.617875
0.636125,0.615125
0.640125,0.60725
0.615125,0.606
0.6415,0.608875
0.634375,0.6105
0.632,0.6115
0.6215,0.61225
0.612,0.6055
0.59725,0.601125
0.61725,0.597625
0.61375,0.60525
0.591875,0.60025
0.594125,0.590875
0.59125,0.58875
0.58725,0.597375
0.58925,0.5875
0.6105,0.600875
0.582375,0.591375
0.603625,0.59275
0.587,0.577375
0.596375,0.589125
0.60775,0.579125
0.577875,0.569125
0.582875,0.57525
0.567875,0.573
0.594,0.5765
0.565125,0.576875
0.584375,0.562375
0.578125,0.5785
0.58875,0.571125
0.570125,0.567625
0.56925,0.553625
0.571375,0.55025
0.55975,0.565125
0.561875,0.55075
0.56475,0.55175
0.569875,0.55375
0.57875,0.545125
0.542875,0.5465
0.5495,0.5415
0.536625,0.5435
0.56275,0.549
0.541875,0.540375
0.5365,0.54175
0.551125,0.538
0.53025,0.540625
0.527875,0.535
0.541125,0.540625
0.55375,0.531375
0.550125,0.53075
0.53325,0.51975
0.547375,0.53075
0.545625,0.52725
0.5305,0.51
0.54575,0.52625
0.51175,0.50825
0.522375,0.526375
0.522625,0.50425
0.536125,0.501125
0.510125,0.504875
0.501875,0.506375
0.496375,0.51175
0.502375,0.508125
0.499875,0.496375
0.51825,0.495
0.51925,0.497375
0.489,0.49325
0.488125,0.503625
0.495875,0.494875
0.506625,0.48
0.48975,0.479875
0.49025,0.49475
0.480375,0.482875
0.4805,0.478625
0.4765,0.470625
0.476,0.475375
0.503125,0.487375
0.494,0.479625
0.46525,0.4655
0.4775,0.482125
0.471875,0.472375
0.4735,0.46975
0.48975,0.46775
0.49025,0.455375
0.467375,0.46025
0.469875,0.455625
0.4775,0.45025
0.471125,0.45075
0.463625,0.44825
0.468875,0.453
0.445625,0.440875
0.4505,0.45075
0.468,0.45675
0.446125,0.43625
0.4495,0.43675
0.43375,0.436375
0.4365,0.428625
0.44275,0.445375
0.425125,0.440875
0.456375,0.42975
0.431125,0.436625
0.432625,0.4285
0.439625,0.417625
0.43225,0.429
0.44725,0.431125
0.448,0.416625
0.42975,0.4125
0.434375,0.41725
0.4365,0.423375
0.41175,0.41625
0.42725,0.408875
0.427375,0.41375
0.432625,0.412875
0.4005,0.40675
0.402125,0.394625
0.407625,0.39575
0.412375,0.397125
0.39675,0.408875
0.414625,0.397875
0.38775,0.397125
0.389875,0.387125
0.384625,0.383125
0.403375,0.383375
0.40375,0.3815
0.3905,0.39675
0.401625,0.381875
0.379625,0.3855
0.382125,0.376375
0.403625,0.378875
0.387125,0.374
0.372625,0.38075
0.38625,0.38325
0.365125,0.37775
0.3815,0.37725
0.369125,0.370625
0.356625,0.362875
0.387,0.368875
0.35675,0.351125
0.376,0.35025
0.353875,0.363375
0.360875,0.348
0.36475,0.35225
0.347625,0.348125
0.364875,0.33925
0.359125,0.344875
0.343875,0.3505
0.34275,0.34075
0.350875,0.352375
0.339375,0.3315
0.32575,0.342
0.328875,0.34625
0.33775,0.328125
0.332625,0.32575
0.351875,0.320375
0.327875,0.337375
0.34,0.336
0.324125,0.315625
0.347,0.333875
0.327125,0.312375
0.31025,0.316375
0.336,0.32275
0.33225,0.3175
0.319625,0.323125
0.321125,0.317125
0.326625,0.3165
0.318,0.311375
0.300375,0.317125
0.311875,0.305
0.313,0.293625
0.29275,0.30825
0.300875,0.29075
0.310125,0.30575
0.313375,0.28775
0.313,0.297125
0.290875,0.281875
0.2805,0.289875
0.279375,0.281625
0.290125,0.27675
0.284375,0.276875
0.291625,0.276375
0.291,0.28175
0.283625,0.284375
0.283875,0.2715
0.29,0.28125
0.281625,0.27725
0.273375,0.2685
0.290625,0.262625
0.274125,0.26675
0.25525,0.269375
0.276,0.268125
0.27975,0.249625
0.262875,0.248375
0.2625,0.25
0.260625,0.2605
0.24825,0.25975
0.26475,0.251875
0.241125,0.250625
0.236125,0.252875
0.23125,0.2545
0.2335,0.24475
0.23075,0.24675
0.24775,0.239875
0.2525,0.24225
0.22025,0.2405
0.225125,0.233
0.22625,0.227
0.245625,0.235625
0.2315,0.2185
0.221375,0.22325
0.213,0.21475
0.21825,0.232125
0.2375,0.2285
0.22325,0.221375
0.206375,0.20875
0.214875,0.216375
0.219,0.2085
0.21575,0.209375
0.21025,0.21875
0.199625,0.2165
0.2125,0.206875
0.1885,0.199625
0.19775,0.195625
0.186625,0.20375
0.19025,0.20075
0.178625,0.199375
0.18725,0.183375
0.176625,0.1925
0.202375,0.186
0.185,0.1845
0.187875,0.1925
0.171375,0.19175
0.195375,0.170625
0.20025,0.177875
0.161625,0.17175
0.1725,0.1685
0.191875,0.17075
0.160625,0.17625
0.16775,0.169
0.160875,0.161375
0.15225,0.16025
0.175625,0.1605
0.149125,0.16325
0.1505,0.149875
0.1425,0.148375
0.169625,0.146125
0.173875,0.16175
0.15825,0.145125
0.13375,0.14475
0.143625,0.157125
0.135125,0.145875
0.147125,0.146375
0.145,0.1415
0.151125,0.144
0.150125,0.14175
0.13275,0.130875
0.124125,0.134125
0.132125,0.132375
0.132375,0.12625
0.119875,0.137375
0.111375,0.12225
0.14375,0.119
0.108,0.12225
0.1125,0.120625
0.123,0.117
0.133375,0.113875
0.124625,0.124125
0.1055,0.109125
0.106375,0.1145
0.10575,0.103125
0.096375,0.11225
0.114375,0.109875
0.101375,0.102875
0.091875,0.091
0.086625,0.0885
0.10825,0.08625
0.087125,0.097625
0.09425,0.09125
0.095875,0.0835
0.10875,0.08425
0.0765,0.09875
0.087625,0.089
0.094125,0.089625
0.08375,0.092375
0.097125,0.06925
0.08225,0.08375
0.08375,0.072625
0.059875,0.064375
0.09,0.083375
0.055125,0.068875
0.0805,0.07375
0.07225,0.060625
0.0735,0.0725
0.078125,0.057625
0.064375,0.059
0.046875,0.060875
0.07,0.063625
0.06225,0.04625
0.04175,0.044
0.0635,0.051
0.04075,0.051
0.03475,0.038
0.044,0.042125
0.03025,0.04775
0.045875,0.045625
0.0565,0.02875
0.024125,0.040375
0.031125,0.03275
0.022875,0.0255
0.024625,0.037
0.04125,0.028125
0.0435,0.032625
0.010125,0.024375
0.016625,0.022875
0.00575,0.026625
0.01375,0.0275
0.017375,0.015625
0.02225,0.009375
0.014625,0.019625
0.020875,0.011125
0.0125,0.01025
0.009125,0.01025
0.02475,0.00075
0.003,0.005625
0.00425,0.003
0.008625,-0.002125
0.001,0.0015
0.0005,-0.0085
-0.00675,-0.010125
-0.015125,0.001125
-0.012125,0.009625
0.0025,-0.006125
0.00475,-0.010875
0.00325,0.00925
0.01775,0.00375
-0.01875,0.002125
0.00425,0.01
0.007,0.0015
-0.01625,0.0025
0.0055,0.009
-0.009125,0.002625
-0.007875,0.004125
0.015875,-0.01125
0.011,-0.0015
-0.01675,0.00825
0.003625,0.0005
-0.00375,0.008125
0.016375,-0.006375
0.01875,0.003375
-0.016125,-0.000125
0.0185,0.001875
-0.008625,-0.00475
0.009625,0.008875
-0.006875,-0.00175
0.0145,-0.0055
0.00575,-0.00225
-0.013875,0.003625
-0.006875,0.006875
-0.010875,0.000375
-0.004,-0.005875
-0.003375,0.005
0.010875,0.005375
0.01425,-0.001625
0.016875,-0.00525
-0.01625,0.005875
0.01625,0.004
-0.00425,-0.000375
0.01175,0.00475
0.007375,0.001375
0.0175,0.00175
0.008,0.011
-0.004125,0.005375
-0.003,-0.003375
0.01775,-0.000875
-0.0185,0.008625
-0.011875,0.01125
0.0175,-0.000375
0.0085,0.008125
-0.01525,0.00075
-0.012,-0.00025
-0.0185,-0.001
0.002625,-0.00475
0.003375,0.001125
0.00325,0.009
0.018625,-0.002
0.016625,0.000375
0.014375,0.004375
-0.01575,-0.006125
-0.0165,-0.0055
-0.0155,0.00025
0.012,0.010875
0.009125,0.00725
-0.004625,0.004875
0.016125,-0.009
0.014125,0.01025
0.015875,0.01025
0.01225,-0.004
0.003,-0.010875
0.005875,0.00375
-0.00025,-0.008
0.01775,0.0015
-0.011125,0.0095
0.014625,0.00175
0.018625,-0.008
-0.007375,0.008
0.00075,0.002375
-0.009375,-0.001125
-0.011375,-0.004125
0.01425,-0.00025
-0.0135,0.0075
-0.017125,0.0025
0.013625,0.009
0.015125,-0.010875
-0.005875,0.009875
0.009,-0.004875
-0.000875,-0.01025
0.008375,-0.005625
0.004875,-0.002375
0.018,-0.006625
-0.00225,0.00675
0.00425,0.00575
0.01325,0.00675
-0.007375,-0.000375
-0.00025,-0.006625
0.01625,0.003625
-0.016875,0.003875
-0.0145,-0.006375
-0.002625,0.006
0.002,0.00925
0.0165,-0.006125
-0.010375,0.00325
-0.001125,0.001125
-0.014,-0.0015
-0.001625,-0.002625
0.0,-0.00475
-0.011375,-0.0005
-0.01025,0.006125
-0.003625,-0.008
-0.016625,-0.00675
-0.000125,-0.00375
-0.0105,-0.00225
-0.00525,-0.008
-0.017,-0.0105
0.018375,0.00975
-0.008,0.006
0.001375,0.004625
0.00475,0.00825
-0.00625,-0.002875
-0.0085,0.004875
0.018125,0.00425
-0.012125,-0.003
0.004125,-0.00075
-0.011125,0.003875
-0.01725,0.005875
-0.01625,-0.005375
-0.010875,0.00425
-0.001875,0.002375
-0.012875,-0.009875
0.00175,-0.000875
0.0095,-0.004875
0.01575,-0.00825
0.015,0.005625
0.001875,0.0075
0.010625,0.002
0.01,0.002375
0.007625,-0.011125
-0.016625,-0.0025
-0.010125,0.0015
0.004875,0.006375
-0.0085,0.00475
-0.001125,0.011
0.0125,-0.00625
0.017125,-0.0005
-0.01575,0.000375
0.002375,0.007
0.012125,0.00125
0.01225,0.006625
-0.009375,0.005875
-0.0165,-0.010625
-0.012125,-0.0005
-0.006625,-0.00875
-0.015625,0.010625
0.01525,-0.007125
0.00525,0.000875
-0.015375,0.002375
0.014625,-0.008
-0.004,-0.00525
0.015375,0.0095
-0.005125,0.005625
0.007125,0.002375
-0.0025,0.004125
0.011125,-0.00075
-0.001625,-0.0015
-0.00475,0.0005
0.015625,0.00975
0.00825,0.007875
-0.00925,-0.006125
-0.000625,0.00175
-0.00975,0.010375
-0.011625,0.004
-0.007875,-0.00575
0.003375,-0.00175
0.01625,0.000625
-0.0145,0.003875
-0.016125,-0.0065
0.018125,-0.0005
0.002625,-0.003875
0.01025,-0.001375
0.0005,0.001875
-0.015125,-0.007125
0.003125,-0.008625
-0.016875,-0.006375
0.00275,-0.008375
0.01725,0.004375
-0.017125,0.000875
-0.000375,-0.003875
0.0045,-0.003375
-0.01875,-0.00275
0.015375,-0.00175
-0.001125,0.005625
0.0075,0.00275
0.004625,0.00825
0.002375,-0.001375
0.0135,-0.00925
-0.009,0.0065
0.013125,0.007625
-0.0025,-0.010125
0.005625,0.003875
0.0135,-0.000125
0.018,-0.0045
0.0165,0.0045
0.003625,-0.0035
0.008625,0.001625
0.01675,-0.002625
-0.013375,-0.008875
-0.001875,0.00125
-0.003625,-0.006125
0.00925,0.00975
0.018625,0.00675
0.0115,-0.004375
-0.00075,-0.002625
-0.008125,0.000875
-0.00825,-0.009875
-0.000625,-0.006
0.005625,0.000625
-0.015,0.005625
0.010125,0.00475
0.008,-0.008625
0.007125,-0.010625
-0.007125,0.00025
-0.000625,-0.003125
0.014,-0.0055
-0.008,-0.011125
0.012875,-0.005375
0.007625,-0.00175
0.01375,-0.007125
0.008625,-0.003625
0.002125,-0.001625
0.0,0.001125
0.008375,0.011
0.010875,0.001375
0.0015,0.0075
0.007875,0.007125
-0.007875,0.004625
-0.00525,0.01125
-0.017875,-0.00725
0.014,-0.008375
0.005875,0.006
0.00175,0.011125
0.018,-0.00825
-0.016,-0.005875
-0.002,-0.0075
0.01475,0.01125
-0.017625,-0.0025
0.014125,-0.006875
-0.0065,0.003875
0.006625,0.00575
0.01475,0.00425
-0.015375,-0.001375
0.01425,-0.00075
0.013125,0.007
0.0185,-0.008625
0.01525,0.00525
0.00975,0.00575
-0.01125,0.003875
0.0135,0.005125
0.016125,-0.008875
-0.010125,0.009
-0.0185,0.000125
0.0155,-0.001875
-0.01125,0.001
-0.002875,-0.005625
0.006625,0.003875
-0.009875,0.01075
-0.017625,-0.001375
-0.000125,-0.009375
-0.002375,-0.007
-0.013125,-0.001
-0.0185,0.002875
-0.003625,0.000375
-0.005625,-0.005625
0.007875,0.01
0.01675,0.005125
-0.006125,-0.008
0.00775,0.010625
0.001875,-0.00425
-0.011,-0.007
-0.009875,-0.008875
-0.00525,0.007875
-0.01125,0.0085
0.00325,-0.0065
-0.008,-0.003
-0.01175,0.0075
0.01825,0.000125
-0.015125,-0.006
-0.000875,0.005625
-0.006875,0.011
-0.008,0.00075
0.008875,0.0095
0.00075,0.0
0.01325,-0.004375
-0.006125,0.002625
0.01125,-0.008
0.01,0.008625
0.002875,-0.0095
0.01375,-0.0065
-0.017875,-0.005125
-0.002125,0.004125
0.004375,-0.005
0.01675,0.002
0.013125,-0.00675
0.016,-0.006625
-0.00625,0.01075
0.0085,0.010875
0.000625,-0.008625
0.0045,0.006875
0.012625,0.001
-0.01175,-0.004375
-0.006875,-0.001
-0.01725,0.005125
0.008375,0.00775
0.011625,-0.00875
0.0085,-0.004375
0.01775,-0.001
-0.0165,0.00325
0.017875,-0.003625
-0.01875,0.004
0.017,0.003
-0.00225,-0.009125
-0.002,-0.01075
-0.018375,0.0
0.017875,0.0035
0.010625,-0.010125
-0.0165,-0.005125
0.01025,-0.01075
0.006625,-0.007375
-0.003875,-0.00775
-0.017125,0.009375
0.00025,-0.008
-0.000625,0.00875
-0.0075,0.004375
-0.016625,-0.005875
0.0155,-0.010375
0.008625,-0.00025
-0.011625,-0.006375
0.012,-0.006875
-0.009,-0.0045
0.013875,-0.000875
-0.018125,0.001625
0.017625,-0.00925
-0.000625,-0.008875
-0.015,0.0075
-0.006125,-0.004
-0.011625,-0.00325
0.008375,-0.0085
-0.007625,-0.008
-0.009375,0.01025
-0.017625,0.007625
0.008,-0.01075
0.006625,-0.008875
0.016875,0.0015
-0.006,-0.0105
0.003625,0.00525
-0.00725,0.003125
-0.012,0.00375
-0.012875,-0.005625
0.017625,-0.007125
0.00625,0.00475
0.002375,-0.010625
0.011,0.001375
0.015125,-0.00375
-0.014625,0.006625
0.004375,0.008375
-0.017875,0.004
0.00875,-0.004375
0.018,0.00375
0.00825,-0.008125
-0.016375,0.005375
0.015,-0.005875
-0.004875,-0.010125
-0.013875,-0.00325
0.009375,-0.000875
-0.000125,0.009375
-0.015375,0.006625
0.017375,-0.009875
-0.00975,-0.000625
-0.005625,-0.009875
0.01,-0.000875
0.0125,-0.006625
0.018,0.001875
0.00975,-0.003625
-0.001875,-0.009
-0.004625,-0.002625
0.0125,-0.010875
-0.015625,0.001375
0.0105,0.006875
0.005625,-0.00725
-0.006875,0.0015
0.014375,-0.000625
-0.001625,-0.004125
0.01675,0.000125
0.005375,0.001875
0.006,-0.005375
0.003375,-0.002375
0.017375,0.00225
0.0035,-0.00475
-0.01025,0.008875
-0.0125,0.000875
0.011625,0.00725
0.018375,-0.005375
0.003,0.00625
0.007625,0.006625
0.0095,0.009875
0.01725,-0.0095
0.002875,0.00975
-0.007625,-0.001875
0.017,-0.005625
0.014875,0.006875
0.00575,0.0035
-0.012125,0.007875
-0.003375,0.008
0.017625,-0.00975
0.0035,0.00325
-0.00475,-0.00375
0.005,-0.001625
0.01475,0.003375
-0.004625,-0.00725
0.004,0.003
-0.01525,-0.010875
-0.003875,0.01
0.014375,0.00125
0.003875,0.000625
-0.013125,-0.00925
0.012125,0.007
0.004375,-0.000875
0.015875,-0.0015
0.008,0.0035
0.007625,0.0085
0.012125,0.003625
0.00875,0.006125
-0.018125,-0.007125
-0.01675,0.0085
-0.0015,0.003375
0.01475,0.000625
0.01475,0.004125
0.003375,-0.00175
0.00525,0.0065
-0.017,-0.00125
0.0065,-0.00225
-0.003375,-0.0095
0.00325,-0.006
0.009875,0.000625
0.01475,-0.001875
-0.012125,-0.00325
-0.0055,-0.00075
-0.001125,0.01075
0.01,-0.0085
-0.004,0.01125
-0.010125,0.0085
-0.01225,-0.001625
-0.002625,0.0065
-0.012125,-0.009625
-0.011,0.007375
0.002375,-0.009125
0.0005,0.011125
-0.008625,0.007
0.013875,-0.010125
0.00625,-0.006625
-0.0115,0.01125
-0.018,-0.010375
-0.002625,0.00775
0.00475,0.005
0.005875,-0.00625
-0.015125,-0.00525
-0.0175,-0.004875
0.012375,0.00125
0.010125,-0.0095
0.01325,-0.008
0.009875,0.005625
-0.009375,0.011
0.00975,0.00675
-0.01775,-0.010875
0.001625,-0.000625
-0.00075,-0.00875
-0.00825,-0.011125
0.0075,0.0055
-0.01875,-0.003
-0.01575,-0.003875
-0.0015,0.0085
-0.0045,-0.008375
-0.016125,0.00975
0.00625,-0.008125
0.002125,-0.0105
-0.015125,-0.010125
-0.003,-0.003
0.017625,-0.01125
0.000875,0.0095
0.001625,-0.00175
0.012875,-0.0105
-0.0045,-0.007875
0.003125,0.002
-0.014,0.001375
0.011,-0.00125
-0.015,0.006
0.016125,-0.005875
0.00275,0.008
0.01875,-0.0065
0.01475,-0.0075
0.009625,0.006875
0.001,-0.008625
0.009875,-0.011125
-0.014,0.00325
-0.015375,-0.00925
-0.00925,0.0065
0.01075,0.010875
0.00975,-0.011125
-0.009625,0.001875
0.01425,-0.010375
-0.00375,-0.00225
-0.015125,0.0075
0.006375,-0.01
0.00325,0.0005
0.0125,-0.001125
0.014375,0.000375
-0.001875,-0.004625
-0.0085,0.003375
-0.00775,0.007
-0.000875,0.006
-0.0075,0.002875
-0.01425,0.0055
-0.00975,0.009375
0.003875,0.0025
0.003,-0.0075
0.012625,-0.007125
-0.017125,-0.005625
0.014375,0.008125
-0.00125,-0.008
0.01575,-0.00625
-0.015875,0.00775
0.018375,-0.009625
0.015375,0.010125
0.0115,-0.001875
-0.005875,0.00525
-0.002375,-0.0095
-0.002375,-0.006875
-0.0055,0.0025
0.0065,0.004125
0.003375,-0.0035
-0.000125,0.00075
-0.0055,-0.00225
0.002,0.006875
-0.007875,-0.00125
-0.0015,-0.003
-0.011,0.00125
0.003625,-0.00575
-0.005875,0.00075
-0.016375,0.00575
0.012125,-0.006125
-0.007625,0.0055
0.010375,-0.010125
