tmp117_0_C,tmp117_1_C,tmp117_2_C,tmp117_3_C
7.2891,9.5938,5.4922,11.3203
7.2578,9.5625,5.375,11.2656
7.2188,9.6328,5.4453,11.2422
7.125,9.6172,5.3516,11.2812
7.1172,9.5312,5.3906,11.2969
7.1562,9.4531,5.2734,11.25
7.0938,9.4766,5.2422,11.1328
7.1094,9.4297,5.2188,11.1094
7.0391,9.3984,5.1797,11.1484
7.0312,9.4766,5.1953,11.1094
6.9609,9.4297,5.2266,11.1406
6.9219,9.3984,5.1016,11.125
6.9531,9.3516,5.1406,11.0078
6.9688,9.375,5.0859,10.9766
6.8438,9.2344,5.0391,11.0234
6.875,9.2812,5.0156,10.9922
6.875,9.2109,5.0547,10.9375
6.8594,9.1719,5.0781,10.8672
6.8359,9.1797,4.9922,10.9141
6.75,9.2188,5.0156,10.8203
6.7578,9.0859,4.9062,10.8672
6.7656,9.125,4.9141,10.7969
6.7578,9.1484,4.8672,10.8516
6.6172,9.0547,4.9062,10.8281
6.6094,8.9922,4.8906,10.7578
6.5703,9.0078,4.8594,10.6641
6.6562,8.9609,4.8438,10.7109
6.5547,9.0078,4.75,10.6719
6.5156,8.9375,4.7266,10.7031
6.5234,8.8672,4.7734,10.6719
6.4766,8.9062,4.6953,10.5781
6.5078,8.8516,4.6484,10.5781
6.4844,8.8594,4.6875,10.5469
6.4141,8.8047,4.6406,10.5625
6.4297,8.8125,4.5625,10.5625
6.3516,8.7734,4.6016,10.5469
6.3281,8.7969,4.6172,10.5234
6.3984,8.6797,4.5703,10.4297
6.2891,8.6641,4.5312,10.3594
6.2578,8.7188,4.4453,10.4062
6.2656,8.6016,4.4375,10.3906
6.2734,8.5781,4.3984,10.2969
6.1562,8.6484,4.4531,10.3125
6.25,8.5703,4.4219,10.3281
6.1797,8.5938,4.3672,10.2969
6.0938,8.5859,4.3828,10.2344
6.0547,8.5312,4.3359,10.2812
6.1328,8.4844,4.2969,10.2109
6.0078,8.5078,4.2109,10.1406
6.0078,8.4766,4.2734,10.1172
6.0625,8.3906,4.2578,10.1406
5.9609,8.3984,4.1562,10.125
5.9141,8.3359,4.2344,10.0938
5.9453,8.4062,4.1172,10.0625
5.9844,8.3672,4.1328,10.0547
5.9609,8.3125,4.0938,9.9609
5.9141,8.2891,4.0781,9.9531
5.8516,8.2422,4.0625,9.9609
5.8438,8.2656,4.0234,9.8906
5.8594,8.2656,4.0469,9.8438
5.7422,8.1484,3.9219,9.875
5.7734,8.1016,3.9922,9.875
5.7031,8.1641,3.8906,9.7734
5.7422,8.1562,3.9297,9.7656
5.7422,8.0781,3.8828,9.7422
5.7109,8.0156,3.7969,9.7344
5.6719,8.0156,3.8125,9.6953
5.6172,8.0703,3.8359,9.6719
5.5781,8.0078,3.8438,9.6719
5.5703,7.9141,3.7891,9.6328
5.5547,7.9688,3.6953,9.6797
5.4922,7.9531,3.6719,9.5703
5.5391,7.9453,3.75,9.6406
5.4609,7.8516,3.6641,9.625
5.4688,7.875,3.6484,9.5078
5.375,7.875,3.6641,9.5234
5.3438,7.7812,3.5312,9.4375
5.375,7.7578,3.5234,9.4141
5.3828,7.7422,3.5625,9.4531
5.2656,7.6953,3.5547,9.3984
5.2344,7.7109,3.4922,9.4297
5.2578,7.7188,3.4453,9.3594
5.2266,7.6562,3.4609,9.3672
5.2422,7.5625,3.3828,9.2734
5.2031,7.5625,3.3984,9.2969
5.1406,7.5234,3.4141,9.2578
5.1172,7.5938,3.3906,9.2969
5.1719,7.5312,3.3438,9.25
5.1406,7.4922,3.2578,9.1953
5.0859,7.4609,3.2969,9.2344
5.0078,7.5,3.2188,9.1328
4.9688,7.3828,3.2266,9.1172
5.0547,7.4141,3.1875,9.1016
4.9531,7.3359,3.2344,9.0234
4.9922,7.2891,3.125,9.0625
4.9375,7.2969,3.1172,8.9844
4.8828,7.3672,3.1328,8.9844
4.9062,7.25,3.1406,8.9766
4.8125,7.2969,2.9922,8.9844
4.8125,7.2422,2.9922,8.9844
4.8125,7.1875,3.0391,8.8594
4.7422,7.1719,3.0391,8.9219
4.7969,7.1953,3.0156,8.7969
4.7812,7.0859,2.9062,8.8516
4.6719,7.0703,2.9453,8.8359
4.7109,7.0469,2.9375,8.7656
4.6719,7.0078,2.8906,8.75
4.6953,7.0625,2.8828,8.7969
4.6094,7.0703,2.7812,8.75
4.6094,6.9844,2.75,8.75
4.5312,7.0234,2.7344,8.7031
4.4922,6.9062,2.7812,8.6797
4.4531,6.9766,2.7031,8.6328
4.4688,6.8672,2.7266,8.6406
4.4688,6.8359,2.7188,8.5938
4.4297,6.8281,2.6328,8.5938
4.3906,6.8203,2.5859,8.5547
4.4141,6.7734,2.5938,8.4922
4.3359,6.7891,2.5469,8.4297
4.3516,6.7266,2.5469,8.3828
4.3594,6.7109,2.4688,8.3828
4.2578,6.6875,2.4766,8.4062
4.25,6.7031,2.5078,8.3281
4.2188,6.6328,2.4297,8.3047
4.2422,6.6484,2.4688,8.2891
4.1953,6.5859,2.4062,8.2344
4.1406,6.5469,2.375,8.2422
4.1875,6.5625,2.3203,8.2109
4.0938,6.5859,2.375,8.1953
4.1094,6.5078,2.2578,8.1406
4.0156,6.4766,2.2344,8.1484
4.0,6.3984,2.2188,8.1094
3.9688,6.4375,2.2344,8.1797
4.0312,6.4531,2.1719,8.1641
4.0312,6.4375,2.2266,8.1094
3.9141,6.3828,2.1562,8.0859
3.8984,6.3672,2.1719,8.0391
3.8984,6.3594,2.0938,8.0469
3.8906,6.3047,2.0312,7.9531
3.9062,6.1953,2.0781,7.9531
3.8047,6.2891,2.0156,7.9531
3.8594,6.1797,2.0703,7.8906
3.7422,6.1719,1.9219,7.875
3.75,6.1406,1.9297,7.8281
3.7266,6.1719,1.9219,7.7969
3.6797,6.1094,1.9297,7.7578
3.6953,6.0781,1.8984,7.7344
3.6797,6.0703,1.8203,7.7031
3.6484,6.0078,1.8281,7.7109
3.6641,5.9922,1.75,7.6953
3.5781,6.0078,1.7578,7.6719
3.5312,5.9141,1.7734,7.6484
3.5234,5.8984,1.6797,7.6875
3.5469,5.9141,1.7734,7.5781
3.5391,5.8516,1.7344,7.6016
3.5,5.9141,1.6094,7.5938
3.3828,5.7812,1.6016,7.5547
3.4688,5.8203,1.6016,7.5781
3.3359,5.7734,1.6406,7.5078
3.3906,5.7188,1.5781,7.4062
3.3047,5.7188,1.5547,7.5078
3.3125,5.7344,1.5703,7.4141
3.3047,5.7031,1.4453,7.3672
3.3125,5.6328,1.5156,7.3906
3.3047,5.6719,1.4062,7.3359
3.2031,5.6172,1.3672,7.3672
3.2109,5.6094,1.4609,7.3359
3.2031,5.5312,1.4375,7.2656
3.1719,5.5625,1.3281,7.2578
3.1484,5.4766,1.3828,7.2656
3.0938,5.4844,1.2656,7.25
3.0156,5.4609,1.25,7.1172
3.0312,5.4844,1.2812,7.1719
3.0156,5.4609,1.2422,7.1719
3.0547,5.4062,1.1875,7.1641
2.9375,5.3281,1.1641,7.0625
2.9844,5.3984,1.1953,7.0
2.9844,5.3203,1.1641,7.0312
2.8438,5.25,1.0547,7.0547
2.8594,5.3203,1.1328,6.9766
2.8203,5.2812,1.0703,6.9375
2.7969,5.2656,1.0625,6.9531
2.75,5.2266,1.0312,6.8906
2.7656,5.1953,0.9844,6.9375
2.8125,5.2031,1.0078,6.8984
2.7656,5.1094,0.9688,6.8281
2.6641,5.1094,0.875,6.8203
2.6406,5.1016,0.8672,6.7578
2.6953,5.1172,0.8438,6.7656
2.7031,5.0703,0.8984,6.7578
2.6641,4.9766,0.875,6.7344
2.6016,4.9531,0.8516,6.6328
2.5469,4.9141,0.7969,6.6562
2.5391,4.8828,0.7031,6.625
2.5781,4.8906,0.7656,6.5781
2.4922,4.8828,0.6719,6.5547
2.4219,4.8906,0.6719,6.5078
2.3828,4.7969,0.7031,6.5234
2.4844,4.7734,0.6641,6.5312
2.3438,4.8359,0.6484,6.5
2.3438,4.8359,0.5625,6.5312
2.3047,4.7578,0.5859,6.4062
2.2656,4.7344,0.5469,6.4453
2.2891,4.6406,0.5312,6.4062
2.2188,4.7188,0.5156,6.3359
2.2344,4.6797,0.4375,6.3984
2.2344,4.5859,0.3906,6.3203
2.1719,4.5625,0.375,6.25
2.1797,4.6172,0.4297,6.3203
2.2109,4.6016,0.3906,6.3047
2.1328,4.4922,0.2812,6.2812
2.1328,4.5469,0.3359,6.2422
2.0703,4.4219,0.25,6.1953
2.0469,4.4375,0.2969,6.1953
2.0703,4.4531,0.2266,6.125
2.0625,4.4375,0.2578,6.125
1.9453,4.375,0.1562,6.0859
1.9766,4.3984,0.1484,6.1172
1.8984,4.3281,0.1797,6.0938
1.9688,4.375,0.1641,5.9922
1.9297,4.25,0.1172,6.0
1.8438,4.2422,0.0938,5.9844
1.8203,4.1953,0.0312,5.9297
1.8438,4.1719,0.0547,5.8828
1.7344,4.1797,-0.0312,5.8828
1.7344,4.2188,0.0,5.8672
1.8047,4.1641,-0.0469,5.8359
1.6562,4.1484,-0.1328,5.7969
1.6406,4.1562,-0.125,5.8516
1.6875,4.0703,-0.1406,5.8125
1.6562,4.0078,-0.1953,5.7031
1.6016,4.0234,-0.1484,5.7031
1.6172,3.9844,-0.25,5.6875
1.625,3.9297,-0.25,5.6406
1.5156,3.9766,-0.3047,5.6172
1.5703,3.9531,-0.2656,5.5703
1.4766,3.9375,-0.3203,5.6016
1.4453,3.8984,-0.3828,5.5469
1.4844,3.8047,-0.3516,5.5078
1.375,3.7812,-0.3828,5.5078
1.375,3.8125,-0.3906,5.5312
1.3594,3.7266,-0.3906,5.4609
1.3516,3.7422,-0.4688,5.4141
1.3125,3.7109,-0.4766,5.4531
1.2656,3.7031,-0.4844,5.4141
1.2188,3.7344,-0.5156,5.375
1.3203,3.6406,-0.5156,5.3906
1.2656,3.6406,-0.625,5.3438
1.25,3.6172,-0.5781,5.3203
1.1484,3.5469,-0.6406,5.2344
1.1328,3.5,-0.6562,5.2812
1.0859,3.5781,-0.6719,5.2344
1.1406,3.5469,-0.7266,5.2422
1.1406,3.4766,-0.6484,5.2422
1.0625,3.4375,-0.7031,5.1562
1.0234,3.3906,-0.6953,5.1719
1.0391,3.3594,-0.7266,5.125
1.0312,3.3438,-0.8203,5.0703
1.0312,3.3594,-0.8594,5.0078
0.9453,3.375,-0.875,5.0469
0.9375,3.2891,-0.8984,5.0781
0.8828,3.2891,-0.875,5.0234
0.8281,3.3281,-0.9609,5.0312
0.875,3.2812,-0.9141,4.9375
0.7656,3.25,-0.9297,4.8672
0.7969,3.2188,-0.9922,4.8516
0.8281,3.125,-1.0234,4.8672
0.7344,3.1406,-1.0078,4.9141
0.6953,3.1562,-1.0703,4.8438
0.7422,3.1328,-1.1484,4.7734
0.6797,3.0859,-1.0625,4.7266
0.6875,3.0625,-1.1875,4.7578
0.6875,3.0391,-1.1719,4.7109
0.5547,3.0,-1.1406,4.75
0.6328,3.0312,-1.2656,4.7344
0.5078,2.9453,-1.3047,4.6172
0.5781,2.9844,-1.2266,4.6172
0.5625,2.8984,-1.2266,4.5625
0.5156,2.8984,-1.3203,4.5469
0.4141,2.8047,-1.3672,4.5938
0.4766,2.8906,-1.3203,4.4922
0.4609,2.8125,-1.4141,4.4531
0.4141,2.7578,-1.3984,4.5312
0.3672,2.7344,-1.4219,4.4062
0.4062,2.7344,-1.4844,4.4141
0.3672,2.7656,-1.5312,4.3672
0.3438,2.6562,-1.5625,4.3672
0.2734,2.6797,-1.5469,4.3672
0.2031,2.6953,-1.4922,4.3359
0.1719,2.5859,-1.6406,4.3047
0.1406,2.6016,-1.5391,4.3359
0.2109,2.6328,-1.6562,4.2109
0.2109,2.5781,-1.6484,4.2109
0.1562,2.4688,-1.7266,4.2344
0.1641,2.4766,-1.7109,4.1953
0.125,2.4297,-1.7578,4.2188
0.0156,2.4062,-1.8047,4.1641
0.0391,2.4688,-1.7812,4.1875
-0.0234,2.4297,-1.7422,4.0703
-0.0547,2.4141,-1.8359,4.0312
-0.0938,2.2969,-1.8203,4.0469
-0.0234,2.3672,-1.9141,4.0938
-0.125,2.3047,-1.8906,3.9844
-0.1641,2.3438,-1.9766,3.9609
-0.1641,2.2422,-1.9531,3.9453
-0.1172,2.2266,-1.8984,3.9609
-0.2031,2.1875,-2.0234,3.9141
-0.2578,2.1641,-1.9922,3.8594
-0.2734,2.125,-2.0391,3.9297
-0.2969,2.0938,-2.1094,3.7812
-0.3125,2.1406,-2.1172,3.8672
-0.2969,2.1484,-2.1016,3.8359
-0.2656,2.0547,-2.0703,3.75
-0.3516,2.0391,-2.1719,3.7969
-0.4375,2.0234,-2.125,3.7266
-0.3516,1.9531,-2.2031,3.6797
-0.375,1.9141,-2.2109,3.6172
-0.4141,1.9297,-2.2969,3.6562
-0.4609,1.9062,-2.3281,3.6094
-0.4375,1.9141,-2.2812,3.6172
-0.4609,1.875,-2.3359,3.5547
-0.5703,1.8906,-2.4062,3.5156
-0.625,1.8203,-2.3438,3.5156
-0.6328,1.8125,-2.3672,3.5312
-0.6328,1.7266,-2.4062,3.4531
-0.6797,1.75,-2.4453,3.5234
-0.6484,1.7578,-2.5,3.375
-0.7422,1.6953,-2.4922,3.4062
-0.7188,1.7188,-2.5703,3.4531
-0.7422,1.6094,-2.5156,3.3594
-0.7031,1.6094,-2.5859,3.3359
-0.7891,1.6562,-2.5781,3.3203
-0.8672,1.6484,-2.6562,3.2656
-0.7969,1.5781,-2.5703,3.2812
-0.9141,1.5703,-2.6797,3.1875
-0.9375,1.4766,-2.7188,3.2656
-0.8516,1.4844,-2.7578,3.1797
-0.9062,1.4766,-2.7656,3.2266
-0.9062,1.4922,-2.6953,3.1094
-1.0078,1.4062,-2.7812,3.1484
-0.9531,1.3594,-2.7656,3.1172
-0.9844,1.3516,-2.8594,3.1406
-1.1016,1.3359,-2.8828,3.1016
-1.0078,1.3516,-2.8438,3.0312
-1.0469,1.3047,-2.9062,2.9688
-1.1719,1.2266,-2.875,2.9844
-1.0781,1.3203,-2.9141,2.9141
-1.1172,1.2734,-2.9219,2.8906
-1.1562,1.1641,-2.9922,2.9453
-1.2266,1.1641,-2.9766,2.8906
-1.2891,1.2188,-3.0938,2.8672
-1.2578,1.1172,-3.0234,2.8672
-1.2812,1.1484,-3.0391,2.8203
-1.2734,1.1094,-3.1328,2.7344
-1.375,1.0312,-3.1875,2.8125
-1.4062,1.0234,-3.1406,2.7344
-1.4219,1.0859,-3.1406,2.7734
-1.4141,0.9922,-3.25,2.7422
-1.4219,1.0078,-3.1875,2.6797
-1.4844,0.9766,-3.2031,2.5938
-1.5078,0.8828,-3.2578,2.6406
-1.5312,0.9688,-3.2344,2.5859
-1.5312,0.9375,-3.375,2.6484
-1.6016,0.8047,-3.375,2.6016
-1.6094,0.8594,-3.375,2.5078
-1.6172,0.8438,-3.4141,2.5312
-1.6484,0.8281,-3.4609,2.5312
-1.625,0.7578,-3.3906,2.4375
-1.7031,0.7812,-3.4922,2.4609
-1.6406,0.6641,-3.4219,2.4688
-1.75,0.6562,-3.5391,2.4141
-1.7734,0.6641,-3.4844,2.4062
-1.7969,0.6875,-3.5312,2.3125
-1.8359,0.5938,-3.5938,2.2734
-1.8047,0.5547,-3.6484,2.3125
-1.8125,0.5469,-3.6328,2.3125
-1.8828,0.5625,-3.6641,2.2734
-1.875,0.5,-3.7109,2.1953
-1.8672,0.5156,-3.6641,2.2109
-1.9375,0.5391,-3.7734,2.1953
-1.9297,0.5156,-3.7812,2.1641
-1.9609,0.3984,-3.7188,2.1953
-2.0234,0.4219,-3.8125,2.1719
-2.0391,0.375,-3.7578,2.0938
-2.0078,0.3047,-3.7891,2.0547
-2.0078,0.3438,-3.8047,2.0234
-2.0469,0.3828,-3.8906,2.0312
-2.125,0.2812,-3.8984,1.9453
-2.0625,0.2344,-3.8828,1.9453
-2.1875,0.25,-3.9609,2.0
-2.2188,0.2266,-4.0,1.8984
-2.2578,0.1484,-4.0547,1.9219
-2.1953,0.1484,-4.0703,1.8281
-2.2734,0.2109,-3.9844,1.8672
-2.2656,0.0859,-4.1172,1.8281
-2.2812,0.0781,-4.1016,1.7812
-2.375,0.0391,-4.0703,1.7656
-2.2969,0.0234,-4.1641,1.7422
-2.375,0.0078,-4.1094,1.7578
-2.4297,-0.0312,-4.1328,1.7188
-2.3516,0.0156,-4.2578,1.7266
-2.4297,-0.0391,-4.2812,1.7031
-2.5156,0.0,-4.25,1.6562
-2.4844,-0.0625,-4.2188,1.6641
-2.4688,-0.1094,-4.2891,1.6406
-2.4688,-0.1484,-4.3125,1.5391
-2.5859,-0.125,-4.2969,1.6016
-2.5469,-0.2188,-4.3047,1.5938
-2.5938,-0.1328,-4.4219,1.5
-2.6172,-0.2266,-4.3984,1.5156
-2.6016,-0.2656,-4.4141,1.5234
-2.625,-0.2109,-4.5234,1.4375
-2.6953,-0.3438,-4.5156,1.4219
-2.6484,-0.2578,-4.5078,1.4453
-2.7422,-0.3594,-4.5938,1.3125
-2.8125,-0.4141,-4.5547,1.3594
-2.75,-0.3594,-4.5547,1.2812
-2.7891,-0.3594,-4.5391,1.2422
-2.8047,-0.3828,-4.5938,1.2969
-2.7969,-0.4062,-4.5938,1.25
-2.8594,-0.4297,-4.7266,1.1875
-2.9531,-0.4766,-4.7266,1.1484
-2.9141,-0.5234,-4.7422,1.2031
-2.9688,-0.5781,-4.6953,1.2188
-2.9297,-0.5625,-4.75,1.1172
-2.9844,-0.5938,-4.7578,1.125
-3.0703,-0.5781,-4.8672,1.0547
-3.0312,-0.6094,-4.8594,1.1016
-3.1016,-0.6875,-4.8359,0.9844
-3.0859,-0.625,-4.8906,1.0391
-3.1484,-0.6641,-4.9141,0.9531
-3.0703,-0.6719,-4.8906,0.9141
-3.125,-0.75,-4.8984,1.0156
-3.1797,-0.8203,-4.9922,0.9531
-3.2344,-0.8438,-4.9844,0.8594
-3.2266,-0.8672,-5.0078,0.8516
-3.1953,-0.8359,-5.0625,0.8438
-3.3203,-0.8984,-5.1016,0.8594
-3.2578,-0.8984,-5.1016,0.8047
-3.25,-0.9688,-5.1406,0.7812
-3.2812,-0.9688,-5.1172,0.7188
-3.3906,-0.9219,-5.1953,0.8047
-3.3359,-1.0391,-5.2188,0.7266
-3.3828,-0.9688,-5.1562,0.7031
-3.4141,-1.0156,-5.1797,0.6172
-3.4766,-1.0781,-5.2188,0.6875
-3.4453,-1.0469,-5.3047,0.6719
-3.4844,-1.1406,-5.3047,0.6406
-3.5469,-1.0547,-5.3125,0.5234
-3.5391,-1.0938,-5.3594,0.6016
-3.5781,-1.1484,-5.3125,0.5469
-3.5938,-1.1719,-5.3203,0.4766
-3.6328,-1.2656,-5.3672,0.5469
-3.6406,-1.1719,-5.3906,0.4453
-3.6406,-1.2578,-5.4375,0.4453
-3.6641,-1.2422,-5.4453,0.4062
-3.75,-1.2656,-5.5234,0.3516
-3.6719,-1.2812,-5.5781,0.4375
-3.7109,-1.3906,-5.5547,0.3047
-3.7344,-1.3047,-5.5547,0.3516
-3.7891,-1.3984,-5.5703,0.2656
-3.7891,-1.3672,-5.6641,0.3203
-3.8047,-1.4531,-5.6953,0.3281
-3.8438,-1.5078,-5.6094,0.2812
-3.9219,-1.4766,-5.7266,0.1797
-3.9453,-1.5234,-5.6719,0.1797
-3.9062,-1.4609,-5.7266,0.2031
-3.9375,-1.5078,-5.7969,0.1562
-4.0,-1.6328,-5.75,0.0938
-4.0,-1.6328,-5.7812,0.125
-4.0234,-1.6484,-5.8359,0.0547
-4.0156,-1.6797,-5.8359,0.0234
-4.0078,-1.6875,-5.8828,0.0391
-4.0547,-1.7344,-5.8672,0.0547
-4.0781,-1.7422,-5.9688,0.0312
-4.1016,-1.6719,-5.9375,-0.0156
-4.2109,-1.7812,-5.9844,-0.0703
-4.1172,-1.7266,-5.9844,-0.0156
-4.25,-1.75,-6.0,-0.1328
-4.25,-1.8516,-6.0469,-0.1328
-4.2344,-1.8203,-6.0703,-0.1406
-4.2969,-1.8047,-6.0859,-0.1953
-4.2266,-1.8281,-6.1484,-0.1484
-4.2578,-1.8672,-6.1484,-0.2266
-4.2891,-1.875,-6.0781,-0.1953
-4.4141,-1.9766,-6.1641,-0.2109
-4.3594,-1.9766,-6.2031,-0.2734
-4.4609,-2.0391,-6.1406,-0.3594
-4.4688,-2.0234,-6.2031,-0.2812
-4.3828,-2.1016,-6.2734,-0.3359
-4.4531,-2.125,-6.2266,-0.3203
-4.5391,-2.0312,-6.3516,-0.4297
-4.4531,-2.1328,-6.3047,-0.4609
-4.5781,-2.0781,-6.3359,-0.4766
-4.5859,-2.1953,-6.3906,-0.5156
-4.6094,-2.1484,-6.3828,-0.5156
-4.6094,-2.2578,-6.3984,-0.5312
-4.6016,-2.2031,-6.3828,-0.5469
-4.6328,-2.1875,-6.3984,-0.5234
-4.7266,-2.3281,-6.4219,-0.5312
-4.7109,-2.2734,-6.5078,-0.5547
-4.75,-2.3203,-6.5156,-0.5547
-4.7578,-2.2734,-6.5938,-0.6797
-4.7891,-2.3906,-6.5469,-0.6406
-4.7812,-2.3516,-6.6094,-0.6406
-4.7812,-2.3516,-6.6406,-0.6562
-4.875,-2.3984,-6.625,-0.7344
-4.9062,-2.4141,-6.625,-0.8047
-4.8516,-2.4062,-6.7031,-0.8203
-4.8516,-2.4688,-6.7109,-0.75
-4.8516,-2.5625,-6.6953,-0.7734
-4.9062,-2.5078,-6.6953,-0.7734
-4.9609,-2.5703,-6.7266,-0.8516
-4.9609,-2.5312,-6.7734,-0.9297
-5.0469,-2.6406,-6.7734,-0.9609
-5.0469,-2.5781,-6.875,-0.9141
-5.1094,-2.6797,-6.875,-0.9609
-5.0391,-2.6562,-6.8594,-0.9375
-5.0859,-2.6953,-6.8359,-1.0547
-5.1328,-2.6562,-6.9609,-0.9766
-5.1875,-2.7031,-7.0,-1.0469
-5.1562,-2.7578,-6.9297,-1.0781
-5.2422,-2.7734,-7.0234,-1.0234
-5.2656,-2.7734,-6.9844,-1.1406
-5.2578,-2.7969,-6.9844,-1.1484
-5.2188,-2.7891,-7.1094,-1.1562
-5.2812,-2.8828,-7.0312,-1.1328
-5.3281,-2.9297,-7.1328,-1.1875
-5.375,-2.8672,-7.1406,-1.1562
-5.3125,-2.9062,-7.0938,-1.2422
-5.4062,-2.9141,-7.1797,-1.2266
-5.3203,-3.0078,-7.2109,-1.2969
-5.3906,-2.9453,-7.1641,-1.3203
-5.4531,-2.9844,-7.1641,-1.3672
-5.5078,-2.9844,-7.2578,-1.3125
-5.4609,-3.1094,-7.25,-1.4297
-5.5078,-3.0312,-7.25,-1.3281
-5.4609,-3.125,-7.2891,-1.3594
-5.5156,-3.0703,-7.3906,-1.4922
-5.5234,-3.1719,-7.3359,-1.4375
-5.5781,-3.1562,-7.3359,-1.4609
-5.6328,-3.2266,-7.4453,-1.5156
-5.5781,-3.2188,-7.3984,-1.4844
-5.6406,-3.2422,-7.4531,-1.5
-5.6328,-3.3125,-7.4766,-1.6172
-5.6562,-3.3203,-7.4297,-1.5391
-5.7188,-3.2969,-7.4766,-1.6172
-5.7812,-3.2969,-7.5469,-1.6016
-5.7812,-3.4141,-7.5938,-1.6406
-5.7109,-3.4141,-7.5234,-1.7109
-5.8047,-3.4453,-7.5469,-1.7578
-5.7891,-3.4609,-7.6016,-1.6562
-5.8984,-3.4062,-7.6562,-1.7891
-5.8828,-3.5078,-7.6797,-1.7188
-5.9453,-3.5469,-7.7109,-1.75
-5.9609,-3.4844,-7.6641,-1.8047
-5.8984,-3.5547,-7.7344,-1.7969
-6.0078,-3.5547,-7.7656,-1.7891
-6.0234,-3.5312,-7.8203,-1.8438
-5.9609,-3.5938,-7.8281,-1.8828
-6.0156,-3.5625,-7.8359,-1.9766
-5.9922,-3.6875,-7.8281,-1.9688
-6.0938,-3.6094,-7.9141,-2.0
-6.1172,-3.6797,-7.8516,-1.9609
-6.1328,-3.6797,-7.9531,-1.9609
-6.0938,-3.6719,-7.9141,-2.0391
-6.125,-3.7422,-7.9453,-2.0156
-6.2266,-3.8281,-7.9141,-2.0938
-6.1562,-3.8281,-8.0469,-2.0703
-6.1797,-3.8047,-7.9766,-2.1406
-6.2891,-3.8359,-8.0859,-2.0859
-6.2734,-3.8984,-8.0078,-2.1328
-6.3203,-3.8906,-8.0312,-2.1328
-6.2344,-3.8438,-8.1328,-2.1406
-6.3281,-3.9141,-8.1328,-2.1641
-6.3203,-3.9453,-8.1797,-2.2109
-6.375,-4.0,-8.125,-2.2188
-6.3906,-4.0234,-8.1641,-2.2969
-6.4609,-4.0547,-8.2031,-2.3438
-6.3906,-3.9922,-8.1953,-2.375
-6.4219,-4.0312,-8.2734,-2.3281
-6.4141,-4.0078,-8.3281,-2.3594
-6.4297,-4.1484,-8.2344,-2.4453
-6.4688,-4.1016,-8.3125,-2.3906
-6.5469,-4.1484,-8.3516,-2.4297
-6.5,-4.1484,-8.4141,-2.5078
-6.5703,-4.1328,-8.4219,-2.4141
-6.5469,-4.1719,-8.375,-2.5469
-6.6328,-4.2266,-8.4375,-2.4531
-6.6562,-4.2734,-8.4531,-2.4844
-6.6484,-4.2969,-8.4766,-2.6016
-6.6406,-4.3359,-8.4531,-2.6328
-6.6797,-4.3047,-8.4688,-2.5547
-6.7031,-4.3594,-8.5,-2.5703
-6.7812,-4.3672,-8.5859,-2.6328
-6.7109,-4.375,-8.5469,-2.6719
-6.8125,-4.4375,-8.5469,-2.6953
-6.8594,-4.4141,-8.5859,-2.7109
-6.8516,-4.4062,-8.6016,-2.7109
-6.7969,-4.4297,-8.6406,-2.7578
-6.8516,-4.5,-8.6094,-2.8203
-6.875,-4.5,-8.7109,-2.7422
-6.8594,-4.4531,-8.75,-2.7812
-6.9062,-4.4766,-8.7422,-2.8672
-6.9766,-4.5078,-8.7422,-2.875
-6.9297,-4.5391,-8.75,-2.8438
-7.0391,-4.5703,-8.8281,-2.8438
-7.0781,-4.6094,-8.8047,-2.9688
-7.0,-4.6094,-8.8906,-2.9062
-7.1172,-4.6797,-8.9219,-3.0234
-7.125,-4.6406,-8.875,-3.0312
-7.1406,-4.7422,-8.8438,-3.0625
-7.0625,-4.6953,-8.9766,-3.0156
-7.1875,-4.7344,-9.0078,-3.0234
-7.1484,-4.8281,-8.9453,-3.1094
-7.1797,-4.7734,-8.9531,-3.0938
-7.2578,-4.7812,-8.9453,-3.1094
-7.2891,-4.8672,-9.0703,-3.1719
-7.2734,-4.8359,-9.0312,-3.2031
-7.3203,-4.8594,-9.0703,-3.2344
-7.3281,-4.8594,-9.0625,-3.1484
-7.3516,-4.8828,-9.0703,-3.1719
-7.375,-4.9844,-9.0938,-3.2734
-7.3672,-4.9062,-9.1016,-3.2578
-7.3125,-4.9375,-9.2266,-3.2422
-7.3359,-5.0234,-9.1562,-3.3047
-7.4766,-5.0703,-9.2656,-3.2969
-7.4766,-5.0703,-9.2656,-3.375
-7.4453,-5.0312,-9.2266,-3.3516
-7.5,-5.0312,-9.25,-3.4375
-7.5469,-5.0469,-9.2734,-3.4219
-7.5781,-5.1484,-9.3438,-3.4688
-7.5547,-5.2031,-9.3828,-3.4297
-7.5391,-5.125,-9.3906,-3.4688
-7.5391,-5.125,-9.3203,-3.4766
-7.6172,-5.1406,-9.3906,-3.5469
-7.5703,-5.1641,-9.4844,-3.5156
-7.5938,-5.2266,-9.4453,-3.4922
-7.6172,-5.2578,-9.4453,-3.5547
-7.6875,-5.2344,-9.4375,-3.625
-7.6641,-5.2656,-9.5547,-3.625
-7.7109,-5.2734,-9.5781,-3.6094
-7.6953,-5.2891,-9.5312,-3.6016
-7.7812,-5.3281,-9.625,-3.6875
-7.8203,-5.4062,-9.5703,-3.6406
-7.8672,-5.4297,-9.5859,-3.6797
-7.8203,-5.4688,-9.6328,-3.7891
